0.005	258.70497766482	51.9055	18.512323208496	73.6689	-42.484146078686	51.978	0	23.1733	20.3922	-30.7533	22.8478	0	0	0	58.6933	64.9624	8.8055	111.971	-41.8227	118.227
0.015	884.12276868	72.025	255.62440806	145.665	-21.252484065	148.726	0	229.583	65.9248	-58.9106	114.799	0	0	0	393.105	120.836	125.746	258.834	-190.292	313.186
0.025	1298.894943325	66.3428	481.926290925	148.45	13.940607875	162.129	0	411.14	69.87	42.7285	142.238	0	0	0	644.51	115.147	263.725	263.154	-186.529	318.732
0.035	1448.73505938	53.6953	579.574887325	121.059	24.785428885	151.722	0	504.162	67.328	121.72	148.561	0	0	0	742.05	98.1813	334.779	238.357	-140.773	305.885
0.045	1492.36481898	44.1332	597.06066141	103.56	46.88530605	130.541	0	535.691	57.9286	175.099	132.183	0	0	0	756.68	86.0668	366.788	199.977	-78.3765	266.262
0.055	1536.358821855	38.5114	601.230886025	90.8598	51.711850135	108.677	0	558.943	49.2882	197.889	110.7	0	0	0	774.038	75.9364	376.249	178.141	-61.5155	227.415
0.065	1587.830952695	36.8819	600.20186525	83.2593	42.350534135	106.104	0	584.694	46.7395	221.274	108.952	0	0	0	799.571	70.2396	389.81	164.904	-43.938	215.98
0.075	1581.3979362	33.206	585.20272485	75.838	34.631892075	92.7755	0	582.077	41.5763	220.098	97.8823	0	0	0	793.201	63.3002	382.757	151.747	-37.3194	189.02
0.085	1498.690172055	29.7223	555.16130631	66.6011	38.831678545	86.4085	0	549.84	36.2581	210.563	86.2751	0	0	0	731.995	56.1309	357.546	128.996	-8.32378	163.43
0.095	1393.432766635	25.1444	520.307141505	57.8364	43.707854695	73.7844	0	508.351	34.0747	194.478	79.12	0	0	0	661.789	49.9819	326.02	115.492	2.05766	154.103
0.105	1323.63642369	24.4256	486.15284382	52.7004	47.802540135	70.6198	0	480.772	29.7869	183.241	71.3734	0	0	0	614.511	44.4353	310.502	109.038	-2.4541	134.275
0.115	1293.08714943	21.8904	457.62006948	50.9199	47.137103785	62.3347	0	466.435	29.1154	174.47	67.8676	0	0	0	595.132	44.0923	299.891	102.54	1.08223	129.288
0.125	1276.136684375	20.7946	432.57083675	47.2876	46.235068375	58.8873	0	458.856	26.5148	174.227	64.4857	0	0	0	581.761	41.0967	283.138	95.5231	10.2059	129.134
0.135	1245.091424535	20.6768	407.55032469	46.0926	44.653427415	57.4133	0	443.557	25.4494	162.587	60.8233	0	0	0	557.582	38.5271	265.719	92.9609	9.19557	115.865
0.145	1191.75899562	19.5968	386.467115105	41.1	44.0398379	54.9507	0	421.934	25.1078	154.247	56.1872	0	0	0	520.488	36.9888	247.126	85.8111	6.48604	114.127
0.155	1132.099054695	18.6498	367.944437865	40.838	42.691572965	51.2696	0	398.072	24.1221	141.889	55.387	0	0	0	481.663	37.0494	239.403	80.749	15.3006	105.185
0.165	1084.441496325	17.341	351.16404345	40.4495	41.6171316	48.4842	0	380.204	21.8863	135.529	54.2471	0	0	0	450.116	32.8867	219.27	76.9629	14.404	101.595
0.175	1053.727291575	17.5751	329.715867075	39.7734	44.54834545	47.3268	0	367.297	22.6481	125.319	51.6075	0	0	0	430.119	33.3437	204.014	72.9692	12.1305	97.9711
0.185	1028.8328669	16.8928	302.533045785	36.744	45.750476135	47.2102	0	357.294	21.1769	120.417	49.878	0	0	0	414.826	33.7244	200.114	73.6837	14.8986	94.1421
0.195	1002.812313945	16.3359	278.335544175	34.9968	45.3880284	44.2475	0	344.457	20.373	110.907	49.0907	0	0	0	396.42	32.8064	182.339	72.5457	18.4468	95.5479
0.205	970.65645324	16.5924	264.3669668	34.332	44.030433	44.2988	0	331.871	19.6476	102.244	45.8912	0	0	0	375.001	31.9526	171.16	69.9017	15.6728	90.7936
0.215	937.25534155	15.4205	247.90839063	33.1553	42.38035968	42.1353	0	318.118	19.54	95.1802	46.3496	0	0	0	353.474	29.9158	164.322	69.9605	19.6904	85.8805
0.225	907.178640525	15.3519	231.489819225	33.8459	43.929244575	41.6951	0	305.379	19.546	89.0672	46.2373	0	0	0	333.629	30.2505	153.909	66.4804	17.138	86.0188
0.235	879.614964	15.0764	213.806298225	31.9178	42.133811995	40.4538	0	296.987	18.6326	86.1123	45.1111	0	0	0	317.524	30.3694	145.583	64.7886	15.6334	79.9723
0.245	856.853551575	14.3442	195.780704665	30.1157	40.69327549	40.2592	0	286.286	18.6018	77.1083	43.0327	0	0	0	302.96	28.0058	135.311	63.9259	18.5956	86.9037
0.255	834.932093265	14.8187	175.15713666	30.6907	41.348521065	39.5628	0	277.728	18.3144	69.51	42.9396	0	0	0	289.88	29.249	121.958	62.7788	21.7695	80.8445
0.265	811.73864285	14.1084	159.136772065	29.7277	41.078724045	39.9562	0	269.044	18.8045	62.9317	42.6339	0	0	0	276.627	28.4506	111.016	62.4854	17.8903	83.383
0.275	788.957033425	14.5319	143.4435541	29.4241	39.960007175	37.4141	0	260.023	18.5083	57.8259	42.73	0	0	0	261.476	28.4517	106.782	62.8332	20.2813	81.6207
0.285	767.584211475	13.953	127.14573045	28.6024	39.91545213	38.348	0	250.883	17.9162	52.5475	39.7126	0	0	0	250.2	27.3517	106.855	59.7998	16.8713	77.5781
0.295	746.152431715	14.0635	110.27367506	29.8206	39.886744385	38.4441	0	243.247	17.8255	48.6133	40.8778	0	0	0	236.933	27.9027	94.9734	58.2817	17.9328	78.4105
