# k P0 P2 P4
# unit [h/Mpc] P[Mpc/h]^3
# courtesy: H. Gil-Marin
1.570999999999999914e-03 4.179159588899999653e+04 -5.490665964600000007e+04 7.309569281900000351e+04 
2.220999999999999884e-03 6.169709190700000181e+04 -1.700762977400000091e+04 5.239908433399999922e+04 
2.720999999999999894e-03 9.495031637400000182e+04 5.770316422600000078e+04 -1.614347616250000137e+05 
3.141999999999999828e-03 5.834701484099999652e+04 1.778816983500000060e+04 -5.664853086199999962e+04 
3.511999999999999931e-03 8.268604641199999605e+04 1.534635225999999966e+04 6.377502518899999995e+04 
3.847999999999999858e-03 1.299605409420000069e+05 5.951247602300000290e+04 -1.821301118119999883e+05 
4.442999999999999901e-03 1.252755782139999937e+05 -2.261203472699999838e+04 1.589680088209999958e+05 
4.826000000000000428e-03 1.058380933389999991e+05 2.902337991200000033e+04 -1.068368099299999994e+04 
5.268000000000000113e-03 1.220083741310000041e+05 3.689691241399999853e+04 -1.985171448900000178e+04 
5.806000000000000397e-03 1.320924405280000065e+05 -6.178176405000000159e+03 1.201810470749999949e+05 
6.454999999999999800e-03 1.029937046620000037e+05 4.369100004900000204e+04 9.441521456300000136e+04 
6.956999999999999643e-03 1.301733749519999983e+05 -5.409508354999999938e+03 1.637290180300000065e+04 
7.655999999999999611e-03 1.252321559100000013e+05 3.986786426400000346e+04 2.172912805200000003e+04 
8.220999999999999142e-03 1.135643605559999996e+05 2.222013505399999849e+04 -4.991495910100000037e+04 
9.011999999999999178e-03 9.351668269099999452e+04 2.547087588200000027e+04 4.555944755299999815e+04 
9.870000000000000301e-03 8.349326990699999442e+04 3.014367977400000018e+04 -5.029677828099999897e+04 
1.076799999999999979e-02 6.149789839799999754e+04 4.256442928599999868e+04 2.544894509800000014e+04 
1.164600000000000010e-02 5.204933967000000121e+04 1.523178132499999992e+04 6.743985746199999994e+04 
1.271599999999999987e-02 6.772784916199999861e+04 9.665542770000000019e+03 -2.619943914800000130e+04 
1.386199999999999932e-02 6.789450048600000446e+04 -6.642611657000000378e+03 -1.520240931099999943e+04 
1.507000000000000006e-02 6.676491745599999558e+04 -5.475872177999999622e+03 -2.061419278699999995e+04 
1.642899999999999916e-02 6.249077850700000272e+04 1.301919943199999943e+04 -7.400620686000000205e+03 
1.796899999999999886e-02 6.516091896200000338e+04 1.813575164299999960e+04 -7.054659690999999839e+03 
1.960200000000000137e-02 6.847606742599999416e+04 2.684156524799999897e+04 -6.488134195999999974e+03 
2.137700000000000017e-02 6.390301514699999825e+04 3.168925389200000063e+04 1.033819548000000032e+04 
2.332499999999999851e-02 6.142833029399999941e+04 3.210978440499999851e+04 1.282149372100000073e+04 
2.545400000000000093e-02 5.187630830699999933e+04 3.133285648999999830e+04 1.907147590900000068e+04 
2.776700000000000002e-02 4.696661425700000109e+04 2.540500766999999905e+04 6.311404693000000407e+03 
3.029099999999999848e-02 4.759738526699999784e+04 1.554879132299999947e+04 -5.419978807000000415e+03 
3.303899999999999892e-02 4.560194746599999780e+04 1.177680910899999981e+04 -1.025799295000000029e+03 
3.604399999999999965e-02 4.436300753100000293e+04 1.291128524400000060e+04 -3.901749797999999828e+03 
3.934399999999999703e-02 4.030686907800000336e+04 1.528111283700000058e+04 -4.501410339000000022e+03 
4.294100000000000000e-02 3.666420630800000072e+04 1.335249839799999972e+04 8.081469919999999547e+02 
4.681300000000000044e-02 3.457318441500000336e+04 1.339683373399999982e+04 2.924769045000000006e+03 
5.104600000000000110e-02 3.181692848500000036e+04 1.433112912300000062e+04 4.588470701000000190e+03 
5.570599999999999857e-02 3.055335911100000158e+04 9.572382767999999487e+03 2.589269323999999870e+03 
6.074600000000000138e-02 2.870552284900000086e+04 9.362935256999999183e+03 3.635178470000000175e+02 
6.625000000000000333e-02 2.726160690700000123e+04 9.181976665000000139e+03 1.206295280999999932e+03 
7.227799999999999503e-02 2.475671377199999915e+04 9.462529119000000719e+03 -1.591459170000000086e+03 
7.883800000000000530e-02 2.220762738900000113e+04 7.209875887000000148e+03 -1.637598799999999954e+01 
8.599999999999999312e-02 1.953061577200000102e+04 6.138917410000000018e+03 2.070261356999999862e+03 
9.381000000000000449e-02 1.712555791300000055e+04 6.757311732000000120e+03 1.919339521999999988e+03 
1.023109999999999992e-01 1.498431179700000030e+04 5.256553460000000086e+03 1.804555804000000080e+03 
1.116059999999999969e-01 1.307658095200000025e+04 4.227892112999999881e+03 -1.876321159999999963e+02 
1.217430000000000040e-01 1.233503666300000077e+04 4.130873991000000387e+03 -5.769689699999999988e+01 
1.327959999999999974e-01 1.080568569100000059e+04 3.326200785999999880e+03 -2.367821490000000040e+02 
1.448589999999999878e-01 9.517071568999999727e+03 2.792442755000000034e+03 2.587668750000000273e+02 
1.580110000000000126e-01 8.138505882000000383e+03 2.308330358000000160e+03 3.082738729999999805e+02 
1.723550000000000082e-01 7.145214622999999847e+03 2.041552691000000095e+03 2.848048390000000154e+02 
1.880010000000000014e-01 6.438584280000000035e+03 1.718290434999999889e+03 3.676811480000000074e+02 
2.050720000000000043e-01 5.568959380000000237e+03 1.326539277000000084e+03 6.826446849999999813e+02 
2.236910000000000009e-01 4.795919359000000441e+03 1.041991487999999890e+03 2.918083340000000021e+02 
2.439969999999999917e-01 4.209574346999999761e+03 8.358832390000000032e+02 3.437348109999999792e+02 
2.661479999999999957e-01 3.541282994000000144e+03 5.079652080000000183e+02 3.305993960000000129e+02 
2.903129999999999877e-01 3.065260850000000119e+03 2.656906159999999772e+02 4.027827849999999899e+02 
3.166660000000000030e-01 2.651399769000000106e+03 2.094220129999999926e+02 3.499472170000000233e+02 
3.454110000000000236e-01 2.248627966000000015e+03 -2.129107899999999987e+01 3.630296030000000087e+02 
3.767719999999999958e-01 1.896378314999999930e+03 -1.002678099999999972e+02 3.944570269999999823e+02 
