9.99999999999966E-9	0.041552956633657
1.08840191606906E-8	0.0453525979413625
1.18461873090272E-8	0.0493591015282194
1.28934129652573E-8	0.0537156037977188
1.40332153760547E-8	0.0584685929164531
1.52737785039068E-8	0.0636426223789944
1.66240097892654E-8	0.0692724040476548
1.80936041073878E-8	0.0753968740461116
1.96931133790746E-8	0.0820621762286204
2.14340223351486E-8	0.0893152555789488
2.33288309786411E-8	0.0972029041897193
2.53911443368026E-8	0.10578898716644
2.76357701473628E-8	0.115139412162085
3.00788251804318E-8	0.12533168753284
3.2737850959486E-8	0.136412183865536
3.56319397122855E-8	0.148478439970386
3.87818714561062E-8	0.161606378323908
4.2210263201567E-8	0.175891948979498
4.59417313463664E-8	0.191428305424246
5.00030684249117E-8	0.20833736423033
5.44234354830026E-8	0.226744597632044
5.92345714587567E-8	0.246803550459073
6.44710210732362E-8	0.26864056492887
7.01703828670411E-8	0.292401107282254
7.6373579163782E-8	0.318249271543129
8.31251498989069E-8	0.346385923079177
9.04735724234918E-8	0.376996417436679
9.84716095793348E-8	0.410298508333822
1.07176688544545E-7	0.446534601149477
1.16651313169823E-7	0.485996827172423
1.26963512765999E-7	0.529009559104567
1.38187330565363E-7	0.575800467497441
1.50403355363799E-7	0.626730795329332
1.63699300161164E-7	0.682142493618552
1.7817063195458E-7	0.742431681215532
1.93921257206587E-7	0.808025162556965
2.11064267910156E-7	0.879414771791782
2.29722753607112E-7	0.957079293920912
2.50030685190624E-7	1.04174243005389
2.72133876837544E-7	1.13395642035151
2.96191032977264E-7	1.23424385760057
3.22374887814907E-7	1.34334251981545
3.50873445590269E-7	1.46213387599569
3.81891330478176E-7	1.5912902416599
4.15651255822581E-7	1.73193815842414
4.52395623253822E-7	1.88487411456891
4.92388263170683E-7	2.05149717642702
5.35916329084852E-7	2.23298429894098
5.8329235942861E-7	2.4304944426444
6.34856521630498E-7	2.64544791377231
6.90979054571596E-7	2.87934353403013
7.52062926959262E-7	3.13385606907953
8.1854673070691E-7	3.41072497317958
8.90907830093405E-7	3.71197664743087
9.69665789314525E-7	4.03987499752799
1.05538610303647E-6	4.39736215225244
1.14868425673759E-6	4.78628686566757
1.25023014599148E-6	5.20976117265689
1.36075288642433E-6	5.67017998830416
1.48104604888064E-6	6.17140170373031
1.61197335738809E-6	6.71684807432359
1.75447489083354E-6	7.31024240648164
1.90957383287815E-6	7.95593264853322
2.07838381857977E-6	8.65925759829279
2.262116930469E-6	9.42560748021145
2.46209240149455E-6	10.2596977648019
2.67974608732556E-6	11.1664032842848
2.9166407760238E-6	12.1538147033268
3.17447740910924E-6	13.2280656128802
3.4551072945922E-6	14.3968658719162
3.76054539965808E-6	15.668834132295
4.09298481845227E-6	17.0520372915543
4.45481251884517E-6	18.5612235875984
4.84862648123919E-6	20.203603525889
5.27725435248356E-6	21.9900311360098
5.7437737488265E-6	23.9342630360273
6.25153435368951E-6	26.0499458771608
6.80418196892675E-6	28.3524489414232
7.40568469226266E-6	30.8570128982789
8.06036140886143E-6	33.5822280867974
8.7729128016133E-6	36.5517877885696
9.54845510278205E-6	39.7858601657671
1.03925568293667E-5	43.3065706424599
1.13112787659397E-5	47.1324198193856
1.23112174820392E-5	51.3006982790219
1.33995526965934E-5	55.835168890703
1.45840988294396E-5	60.7667447965263
1.58733611101015E-5	66.1380608731503
1.72765966466911E-5	71.9790236355953
1.88038808934097E-5	78.3455574620594
2.04661799939201E-5	85.2773987656277
2.22754295199954E-5	92.819219562894
2.42446201708226E-5	101.028217276591
2.63878910482881E-5	109.961110178466
2.87206311779793E-5	119.672818614606
3.12595900048234E-5	130.246210463974
3.40229976567807E-5	141.749992267234
3.70306958400507E-5	154.285329860136
4.0304280305679E-5	167.93098861969
4.38672559104869E-5	182.7826570782
4.7745205385661E-5	198.941700081471
5.19659730248618E-5	216.526657654395
5.655986461065E-5	235.664705635674
6.15598650148351E-5	256.482403429645
6.7001875035096E-5	279.129476547667
7.29249691684139E-5	303.780058545176
7.93716761721751E-5	330.651674061271
8.63882844274042E-5	359.894492302431
9.40251742967011E-5	391.707756174787
1.02337179863252E-4	426.324194589346
1.11383982648262E-4	463.987523083807
1.21230540133766E-4	504.942763007595
1.3194755216767E-4	549.521131620901
1.43611968599907E-4	598.015615135251
1.56307541794581E-4	650.836239498545
1.70125427985259E-4	708.333134297403
1.85164841791216E-4	770.864410935716
2.01533768594174E-4	838.890830157026
2.19349739890507E-4	912.889230345277
2.38740677186064E-4	993.320838846107
2.59845810492924E-4	1080.81662022249
2.82816678023003E-4	1175.88537257947
3.07818214256508E-4	1279.26737272935
3.35029934197723E-4	1391.85860345765
3.64647222321276E-4	1514.2156033527
3.96882735463714E-4	1647.16814649702
4.31967929733416E-4	1791.53670549275
4.70154722402212E-4	1948.23004662073
5.1171730071146E-4	2118.46220978774
5.56954090580014E-4	2303.04764200735
6.06189899349759E-4	2503.19165694311
6.5977824795395E-4	2720.53831444485
7.18103909253733E-4	2956.15495697901
7.81585670768407E-4	3211.4096992407
8.50679341636415E-4	3487.60276784401
9.25881025397397E-4	3786.35287937148
0.00100773068209446	4109.02657324951
0.00109681600527314	4457.80628875944
0.00119377664171443	4833.59342620636
0.00129930878420041	5238.94404642051
0.00141417017028902	5675.5442924986
0.00153918552299021	6145.23077572775
0.00167525247240822	6649.13649082915
0.00182334800086843	7188.9837808585
0.0019845354578058	7766.35511890332
0.00215997219478271	8382.93575686825
0.00235091787545728	9039.33082415338
0.00255874352016859	9737.24012695717
0.00278494135008065	10477.2254600233
0.00303113550156759	11259.7770261627
