   0.110000E-03   0.234756E+03   0.234756E+03   0.234756E+03   0.000000E+00  -0.790761E-04  -0.711842E-03  -0.184958E-03  -0.527284E-04  -0.474534E-03  -0.123525E-02  -0.156477E-02   0.111441E-04   0.000000E+00   0.585532E-71   0.585532E-71   0.585532E-71   0.585532E-71   0.585532E-71   0.000000E+00   0.585532E-71   0.585532E-71   0.585532E-71   0.585532E-71   0.585532E-71   0.585532E-71   0.585532E-71   0.585532E-71   0.585532E-71   0.585532E-71   0.585532E-71   0.585532E-71   0.000000E+00  -0.309505E+00   0.309508E+00  -0.316104E-04  -0.316347E-04  -0.302113E-04   0.140430E-05   0.124842E-05  -0.303356E-04  -0.158335E+00   0.158272E+00  -0.172825E-01   0.172220E-01   0.000000E+00  -0.110595E-02  -0.663564E-03  -0.473964E-03   0.394893E-07   0.328708E-08  -0.120243E-08  -0.635881E-11  -0.158907E-09   0.520010E-10   0.000000E+00
   0.116496E-03   0.247875E+03   0.247875E+03   0.247875E+03   0.000000E+00  -0.886940E-04  -0.798446E-03  -0.207468E-03  -0.591436E-04  -0.532263E-03  -0.138495E-02  -0.175436E-02   0.141766E-04   0.000000E+00   0.350704E-68   0.350704E-68   0.350704E-68   0.350704E-68   0.350704E-68   0.000000E+00   0.350704E-68   0.350704E-68   0.350704E-68   0.350704E-68   0.350704E-68   0.350704E-68   0.350704E-68   0.350704E-68   0.350704E-68   0.350704E-68   0.350704E-68   0.350704E-68   0.000000E+00  -0.346348E+00   0.346351E+00  -0.374537E-04  -0.375028E-04  -0.357903E-04   0.169460E-05   0.144939E-05  -0.359643E-04  -0.177185E+00   0.177110E+00  -0.193417E-01   0.192700E-01   0.000000E+00  -0.124045E-02  -0.744261E-03  -0.531602E-03   0.496457E-07   0.410327E-08  -0.154642E-08   0.877032E-11  -0.185787E-09   0.650195E-10   0.000000E+00
   0.123375E-03   0.261727E+03   0.261727E+03   0.261727E+03   0.000000E+00  -0.994798E-04  -0.895574E-03  -0.232708E-03  -0.663388E-04  -0.597013E-03  -0.155293E-02  -0.196699E-02   0.180203E-04   0.000000E+00  -0.313746E-66  -0.313746E-66  -0.313746E-66  -0.313746E-66  -0.313746E-66   0.000000E+00  -0.313746E-66  -0.313746E-66  -0.313746E-66  -0.313746E-66  -0.313746E-66  -0.313746E-66  -0.313746E-66  -0.313746E-66  -0.313746E-66  -0.313746E-66  -0.313746E-66  -0.313746E-66   0.000000E+00  -0.387555E+00   0.387559E+00  -0.443718E-04  -0.444578E-04  -0.423980E-04   0.204548E-05   0.168046E-05  -0.426322E-04  -0.198268E+00   0.198179E+00  -0.216453E-01   0.215602E-01   0.000000E+00  -0.139129E-02  -0.834762E-03  -0.596242E-03   0.624128E-07   0.512508E-08  -0.198434E-08   0.334449E-10  -0.217282E-09   0.830075E-10   0.000000E+00
   0.130661E-03   0.276353E+03   0.276353E+03   0.276353E+03   0.000000E+00  -0.111584E-03  -0.100454E-02  -0.261023E-03  -0.744098E-04  -0.669645E-03  -0.174131E-02  -0.220558E-02   0.239065E-04   0.000000E+00   0.195372E-64   0.195372E-64   0.195372E-64   0.195372E-64   0.195372E-64   0.000000E+00   0.195372E-64   0.195372E-64   0.195372E-64   0.195372E-64   0.195372E-64   0.195372E-64   0.195372E-64   0.195372E-64   0.195372E-64   0.195372E-64   0.195372E-64   0.195372E-64   0.000000E+00  -0.433678E+00   0.433683E+00  -0.525677E-04  -0.527029E-04  -0.502275E-04   0.246629E-05   0.194933E-05  -0.505341E-04  -0.221867E+00   0.221761E+00  -0.242241E-01   0.241233E-01   0.000000E+00  -0.156044E-02  -0.936253E-03  -0.668732E-03   0.784579E-07   0.640369E-08  -0.254209E-08   0.708703E-10  -0.254009E-09   0.106640E-09   0.000000E+00
   0.138377E-03   0.291796E+03   0.291796E+03   0.291796E+03   0.000000E+00  -0.125133E-03  -0.112656E-02  -0.292746E-03  -0.834518E-04  -0.751012E-03  -0.195234E-02  -0.247283E-02   0.310600E-04   0.000000E+00  -0.101789E-62  -0.101789E-62  -0.101789E-62  -0.101789E-62  -0.101789E-62   0.000000E+00  -0.101789E-62  -0.101789E-62  -0.101789E-62  -0.101789E-62  -0.101789E-62  -0.101789E-62  -0.101789E-62  -0.101789E-62  -0.101789E-62  -0.101789E-62  -0.101789E-62  -0.101789E-62   0.000000E+00  -0.485256E+00   0.485262E+00  -0.622716E-04  -0.624709E-04  -0.594998E-04   0.296948E-05   0.226298E-05  -0.598919E-04  -0.248257E+00   0.248132E+00  -0.271084E-01   0.269889E-01   0.000000E+00  -0.175014E-02  -0.105007E-02  -0.750023E-03   0.986206E-07   0.800488E-08  -0.325078E-08   0.125026E-09  -0.297719E-09   0.137309E-09   0.000000E+00
   0.146548E-03   0.308103E+03   0.308103E+03   0.308103E+03   0.000000E+00  -0.140352E-03  -0.126364E-02  -0.328365E-03  -0.936030E-04  -0.842355E-03  -0.218931E-02  -0.277291E-02   0.393345E-04   0.000000E+00   0.448021E-61   0.448021E-61   0.448021E-61   0.448021E-61   0.448021E-61   0.000000E+00   0.448021E-61   0.448021E-61   0.448021E-61   0.448021E-61   0.448021E-61   0.448021E-61   0.448021E-61   0.448021E-61   0.448021E-61   0.448021E-61   0.448021E-61   0.448021E-61   0.000000E+00  -0.542943E+00   0.542949E+00  -0.737595E-04  -0.740452E-04  -0.704825E-04   0.357242E-05   0.262752E-05  -0.709724E-04  -0.277774E+00   0.277626E+00  -0.303349E-01   0.301934E-01   0.000000E+00  -0.196287E-02  -0.117770E-02  -0.841184E-03   0.123956E-06   0.100102E-07  -0.415074E-08   0.204105E-09  -0.349250E-09   0.178681E-09   0.000000E+00
   0.155202E-03   0.325321E+03   0.325321E+03   0.325321E+03   0.000000E+00  -0.157401E-03  -0.141722E-02  -0.368277E-03  -0.104981E-03  -0.944720E-03  -0.245479E-02  -0.310915E-02   0.505223E-04   0.000000E+00  -0.157152E-59  -0.157152E-59  -0.157152E-59  -0.157152E-59  -0.157152E-59   0.000000E+00  -0.157152E-59  -0.157152E-59  -0.157152E-59  -0.157152E-59  -0.157152E-59  -0.157152E-59  -0.157152E-59  -0.157152E-59  -0.157152E-59  -0.157152E-59  -0.157152E-59  -0.157152E-59   0.000000E+00  -0.607519E+00   0.607526E+00  -0.873738E-04  -0.877672E-04  -0.835007E-04   0.429014E-05   0.305658E-05  -0.841037E-04  -0.310816E+00   0.310641E+00  -0.339474E-01   0.337798E-01   0.000000E+00  -0.220147E-02  -0.132085E-02  -0.943427E-03   0.155800E-06   0.125214E-07  -0.529359E-08   0.317171E-09  -0.414074E-09   0.236790E-09   0.000000E+00
   0.164368E-03   0.343501E+03   0.343501E+03   0.343501E+03   0.000000E+00  -0.176525E-03  -0.158958E-02  -0.413065E-03  -0.117744E-03  -0.105959E-02  -0.275275E-02  -0.348641E-02   0.669768E-04   0.000000E+00   0.339502E-58   0.339502E-58   0.339502E-58   0.339502E-58   0.339502E-58   0.000000E+00   0.339502E-58   0.339502E-58   0.339502E-58   0.339502E-58   0.339502E-58   0.339502E-58   0.339502E-58   0.339502E-58   0.339502E-58   0.339502E-58   0.339502E-58   0.339502E-58   0.000000E+00  -0.679821E+00   0.679830E+00  -0.103526E-03  -0.104051E-03  -0.989480E-04   0.514345E-05   0.356404E-05  -0.996813E-04  -0.347812E+00   0.347605E+00  -0.379931E-01   0.377944E-01   0.000000E+00  -0.246925E-02  -0.148151E-02  -0.105817E-02   0.195909E-06   0.156741E-07  -0.674671E-08   0.478252E-09  -0.494959E-09   0.317876E-09   0.000000E+00
   0.174074E-03   0.362697E+03   0.362697E+03   0.362697E+03   0.000000E+00  -0.197964E-03  -0.178264E-02  -0.463262E-03  -0.132046E-03  -0.118826E-02  -0.308672E-02  -0.390926E-02   0.844343E-04   0.000000E+00   0.658220E-57   0.658220E-57   0.658220E-57   0.658220E-57   0.658220E-57   0.000000E+00   0.658220E-57   0.658220E-57   0.658220E-57   0.658220E-57   0.658220E-57   0.658220E-57   0.658220E-57   0.658220E-57   0.658220E-57   0.658220E-57   0.658220E-57   0.658220E-57   0.000000E+00  -0.760682E+00   0.760692E+00  -0.122655E-03  -0.123345E-03  -0.117250E-03   0.615479E-05   0.416460E-05  -0.118125E-03  -0.389189E+00   0.388943E+00  -0.425187E-01   0.422832E-01   0.000000E+00  -0.276956E-02  -0.166169E-02  -0.118686E-02   0.246323E-06   0.196230E-07  -0.859160E-08   0.709386E-09  -0.593426E-09   0.433082E-09   0.000000E+00
   0.184353E-03   0.382965E+03   0.382965E+03   0.382965E+03   0.000000E+00  -0.222030E-03  -0.199949E-02  -0.519627E-03  -0.148110E-03  -0.133280E-02  -0.346163E-02  -0.438412E-02   0.106344E-03   0.000000E+00  -0.126064E-54  -0.126064E-54  -0.126064E-54  -0.126064E-54  -0.126064E-54   0.000000E+00  -0.126064E-54  -0.126064E-54  -0.126064E-54  -0.126064E-54  -0.126064E-54  -0.126064E-54  -0.126064E-54  -0.126064E-54  -0.126064E-54  -0.126064E-54  -0.126064E-54  -0.126064E-54   0.000000E+00  -0.851171E+00   0.851184E+00  -0.145318E-03  -0.146211E-03  -0.138943E-03   0.735241E-05   0.487711E-05  -0.139972E-03  -0.435494E+00   0.435203E+00  -0.475844E-01   0.473053E-01   0.000000E+00  -0.310635E-02  -0.186376E-02  -0.133117E-02   0.309675E-06   0.245653E-07  -0.109355E-07   0.104038E-08  -0.712275E-09   0.598357E-09   0.000000E+00
   0.195240E-03   0.404367E+03   0.404367E+03   0.404367E+03   0.000000E+00  -0.249013E-03  -0.224270E-02  -0.582824E-03  -0.166121E-03  -0.149491E-02  -0.388205E-02  -0.491641E-02   0.139467E-03   0.000000E+00   0.950742E-53   0.950742E-53   0.950742E-53   0.950742E-53   0.950742E-53   0.000000E+00   0.950742E-53   0.950742E-53   0.950742E-53   0.950742E-53   0.950742E-53   0.950742E-53   0.950742E-53   0.950742E-53   0.950742E-53   0.950742E-53   0.950742E-53   0.950742E-53   0.000000E+00  -0.952376E+00   0.952391E+00  -0.172166E-03  -0.173293E-03  -0.164639E-03   0.876097E-05   0.573109E-05  -0.165841E-03  -0.487284E+00   0.486939E+00  -0.532514E-01   0.529208E-01   0.000000E+00  -0.348405E-02  -0.209036E-02  -0.149301E-02   0.389276E-06   0.307525E-07  -0.139096E-07   0.150868E-08  -0.857883E-09   0.834725E-09   0.000000E+00
   0.206770E-03   0.426964E+03   0.426964E+03   0.426964E+03   0.000000E+00  -0.279248E-03  -0.251527E-02  -0.653680E-03  -0.186311E-03  -0.167654E-02  -0.435336E-02  -0.551322E-02   0.173727E-03   0.000000E+00  -0.550376E-51  -0.550376E-51  -0.550376E-51  -0.550376E-51  -0.550376E-51   0.000000E+00  -0.550376E-51  -0.550376E-51  -0.550376E-51  -0.550376E-51  -0.550376E-51  -0.550376E-51  -0.550376E-51  -0.550376E-51  -0.550376E-51  -0.550376E-51  -0.550376E-51  -0.550376E-51   0.000000E+00  -0.106562E+01   0.106564E+01  -0.203975E-03  -0.205381E-03  -0.195091E-03   0.104214E-04   0.675142E-05  -0.196478E-03  -0.545239E+00   0.544830E+00  -0.595945E-01   0.592027E-01   0.000000E+00  -0.390761E-02  -0.234448E-02  -0.167450E-02   0.489285E-06   0.385001E-07  -0.176761E-07   0.217452E-08  -0.104160E-08   0.118486E-08   0.000000E+00
   0.218980E-03   0.450824E+03   0.450824E+03   0.450824E+03   0.000000E+00  -0.313184E-03  -0.282116E-02  -0.733203E-03  -0.208975E-03  -0.188041E-02  -0.488234E-02  -0.618294E-02   0.222854E-03   0.000000E+00   0.268231E-49   0.268231E-49   0.268231E-49   0.268231E-49   0.268231E-49   0.000000E+00   0.268231E-49   0.268231E-49   0.268231E-49   0.268231E-49   0.268231E-49   0.268231E-49   0.268231E-49   0.268231E-49   0.268231E-49   0.268231E-49   0.268231E-49   0.268231E-49   0.000000E+00  -0.119224E+01   0.119226E+01  -0.241643E-03  -0.243378E-03  -0.231156E-03   0.123772E-04   0.796989E-05  -0.232742E-03  -0.610037E+00   0.609553E+00  -0.666884E-01   0.662242E-01   0.000000E+00  -0.438260E-02  -0.262945E-02  -0.187802E-02   0.614905E-06   0.482018E-07  -0.224531E-07   0.310294E-08  -0.124416E-08   0.166403E-08   0.000000E+00
   0.231911E-03   0.476018E+03   0.476018E+03   0.476018E+03   0.000000E+00  -0.351212E-03  -0.316404E-02  -0.822352E-03  -0.234372E-03  -0.210891E-02  -0.547531E-02  -0.693375E-02   0.283518E-03   0.000000E+00  -0.109821E-47  -0.109821E-47  -0.109821E-47  -0.109821E-47  -0.109821E-47   0.000000E+00  -0.109821E-47  -0.109821E-47  -0.109821E-47  -0.109821E-47  -0.109821E-47  -0.109821E-47  -0.109821E-47  -0.109821E-47  -0.109821E-47  -0.109821E-47  -0.109821E-47  -0.109821E-47   0.000000E+00  -0.133391E+01   0.133394E+01  -0.286271E-03  -0.288387E-03  -0.273881E-03   0.146796E-04   0.942772E-05  -0.275690E-03  -0.682542E+00   0.681968E+00  -0.746282E-01   0.740782E-01   0.000000E+00  -0.491526E-02  -0.294902E-02  -0.210624E-02   0.772669E-06   0.603564E-07  -0.285013E-07   0.437431E-08  -0.147131E-08   0.230930E-08   0.000000E+00
   0.245606E-03   0.502619E+03   0.502619E+03   0.502619E+03   0.000000E+00  -0.393867E-03  -0.354867E-02  -0.922356E-03  -0.262862E-03  -0.236517E-02  -0.614050E-02  -0.777585E-02   0.351499E-03   0.000000E+00   0.340568E-46   0.340568E-46   0.340568E-46   0.340568E-46   0.340568E-46   0.000000E+00   0.340568E-46   0.340568E-46   0.340568E-46   0.340568E-46   0.340568E-46   0.340568E-46   0.340568E-46   0.340568E-46   0.340568E-46   0.340568E-46   0.340568E-46   0.340568E-46   0.000000E+00  -0.149248E+01   0.149251E+01  -0.339195E-03  -0.341751E-03  -0.324542E-03   0.173931E-04   0.111727E-04  -0.326602E-03  -0.763695E+00   0.763015E+00  -0.835175E-01   0.828659E-01   0.000000E+00  -0.551289E-02  -0.330756E-02  -0.236230E-02   0.971135E-06   0.756394E-07  -0.361554E-07   0.610800E-08  -0.169096E-08   0.315100E-08   0.000000E+00
   0.260110E-03   0.530707E+03   0.530707E+03   0.530707E+03   0.000000E+00  -0.441653E-03  -0.397979E-02  -0.103446E-02  -0.294803E-03  -0.265243E-02  -0.688595E-02  -0.871967E-02   0.456321E-03   0.000000E+00  -0.409957E-45  -0.409957E-45  -0.409957E-45  -0.409957E-45  -0.409957E-45   0.000000E+00  -0.409957E-45  -0.409957E-45  -0.409957E-45  -0.409957E-45  -0.409957E-45  -0.409957E-45  -0.409957E-45  -0.409957E-45  -0.409957E-45  -0.409957E-45  -0.409957E-45  -0.409957E-45   0.000000E+00  -0.166987E+01   0.166991E+01  -0.401935E-03  -0.405001E-03  -0.384594E-03   0.205905E-04   0.132597E-04  -0.386933E-03  -0.854489E+00   0.853683E+00  -0.934659E-01   0.926938E-01   0.000000E+00  -0.618338E-02  -0.370982E-02  -0.264956E-02   0.122075E-05   0.948231E-07  -0.458576E-07   0.846585E-08  -0.191415E-08   0.427367E-08   0.000000E+00
