   0.500000E-02   0.239738E+03   0.650031E+02  -0.346775E+02   0.924875E+02  -0.203377E+02   0.581440E+02   0.000000E+00   0.366972E+02   0.215953E+02  -0.252432E+02   0.274194E+02   0.000000E+00   0.000000E+00   0.000000E+00   0.967944E+02   0.502235E+02  -0.130738E+02   0.865940E+02  -0.201658E+02   0.721540E+02
   0.150000E-01   0.858050E+03   0.977847E+02   0.169521E+03   0.198590E+03  -0.502526E+02   0.209682E+03   0.000000E+00   0.210944E+03   0.508893E+02  -0.710876E+01   0.891449E+02   0.000000E+00   0.000000E+00   0.000000E+00   0.436416E+03   0.893427E+02   0.977897E+02   0.189206E+03  -0.884290E+02   0.203653E+03
   0.250000E-01   0.127604E+04   0.912153E+02   0.378560E+03   0.203269E+03  -0.185343E+02   0.238900E+03   0.000000E+00   0.368393E+03   0.572008E+02   0.627920E+02   0.113898E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.681450E+03   0.876034E+02   0.235220E+03   0.200220E+03  -0.997953E+02   0.234110E+03
   0.350000E-01   0.143888E+04   0.743269E+02   0.488041E+03   0.176889E+03  -0.401644E+00   0.225635E+03   0.000000E+00   0.454668E+03   0.539558E+02   0.125202E+03   0.117618E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.776097E+03   0.769950E+02   0.330578E+03   0.187697E+03  -0.644425E+02   0.224869E+03
   0.450000E-01   0.148591E+04   0.648350E+02   0.537981E+03   0.150712E+03   0.117725E+02   0.189659E+03   0.000000E+00   0.492114E+03   0.453705E+02   0.155712E+03   0.106238E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.794722E+03   0.626561E+02   0.369474E+03   0.155838E+03  -0.470029E+02   0.192108E+03
   0.550000E-01   0.153293E+04   0.548083E+02   0.541453E+03   0.128790E+03   0.304734E+02   0.174544E+03   0.000000E+00   0.517959E+03   0.436587E+02   0.178517E+03   0.101052E+03   0.000000E+00   0.000000E+00   0.000000E+00   0.812117E+03   0.559558E+02   0.378745E+03   0.139734E+03  -0.295972E+02   0.173233E+03
   0.650000E-01   0.158498E+04   0.499944E+02   0.558484E+03   0.119390E+03   0.362624E+02   0.147270E+03   0.000000E+00   0.541919E+03   0.397005E+02   0.197577E+03   0.927752E+02   0.000000E+00   0.000000E+00   0.000000E+00   0.835975E+03   0.508217E+02   0.398160E+03   0.122855E+03  -0.217014E+02   0.160887E+03
   0.750000E-01   0.157613E+04   0.478568E+02   0.548030E+03   0.103975E+03   0.364392E+02   0.135388E+03   0.000000E+00   0.543929E+03   0.344887E+02   0.205107E+03   0.779907E+02   0.000000E+00   0.000000E+00   0.000000E+00   0.826242E+03   0.441191E+02   0.400722E+03   0.110301E+03  -0.948386E+01   0.134214E+03
   0.850000E-01   0.149603E+04   0.397858E+02   0.513943E+03   0.958086E+02   0.323929E+02   0.123023E+03   0.000000E+00   0.516868E+03   0.331655E+02   0.187218E+03   0.747485E+02   0.000000E+00   0.000000E+00   0.000000E+00   0.767004E+03   0.403109E+02   0.363935E+03   0.957327E+02  -0.267989E+01   0.123808E+03
   0.950000E-01   0.139321E+04   0.356312E+02   0.486608E+03   0.842449E+02   0.369056E+02   0.106240E+03   0.000000E+00   0.482157E+03   0.281149E+02   0.169588E+03   0.646426E+02   0.000000E+00   0.000000E+00   0.000000E+00   0.696800E+03   0.378683E+02   0.331497E+03   0.867303E+02   0.146430E+01   0.111639E+03
   0.105000E+00   0.132220E+04   0.339199E+02   0.453577E+03   0.741857E+02   0.387788E+02   0.963834E+02   0.000000E+00   0.458769E+03   0.259113E+02   0.161760E+03   0.621237E+02   0.000000E+00   0.000000E+00   0.000000E+00   0.650506E+03   0.334977E+02   0.319326E+03   0.788802E+02   0.526811E+01   0.104470E+03
