   0.104164646E+01   0.100000000E+01   0.108502734E+01   0.259050069E+03   0.000000000E+00   0.435011645E+02   0.000000000E+00  -0.269698225E+01   0.000000000E+00   0.200321034E+03   0.000000000E+00   0.119748430E+03   0.000000000E+00  -0.721117932E+02   0.000000000E+00  -0.978121944E+02
   0.113021488E+01   0.108502734E+01   0.117728432E+01   0.253146577E+03   0.000000000E+00   0.630450959E+02   0.000000000E+00  -0.542997441E+02   0.000000000E+00   0.242985252E+02   0.000000000E+00  -0.144653094E+03   0.000000000E+00  -0.884134974E+02   0.000000000E+00   0.151897405E+03
   0.122631404E+01   0.117728432E+01   0.127738567E+01   0.333235710E+03   0.000000000E+00   0.679659124E+02   0.000000000E+00  -0.153426519E+03   0.000000000E+00   0.187495771E+02   0.000000000E+00   0.416989552E+00   0.000000000E+00   0.487872153E+02   0.000000000E+00   0.323529556E+03
   0.133058426E+01   0.127738567E+01   0.138599838E+01   0.324643177E+03   0.000000000E+00   0.259521447E+03   0.000000000E+00   0.819137870E+02   0.000000000E+00  -0.666128425E+02   0.000000000E+00   0.166918073E+03   0.000000000E+00  -0.795666884E+02   0.000000000E+00   0.100816295E+03
   0.144372030E+01   0.138599838E+01   0.150384613E+01   0.270744904E+03   0.000000000E+00   0.311715920E+02   0.000000000E+00   0.307182182E+02   0.000000000E+00  -0.122043953E+03   0.000000000E+00  -0.694923106E+01   0.000000000E+00  -0.135714277E+03   0.000000000E+00  -0.866488524E+02
   0.156647599E+01   0.150384613E+01   0.163171416E+01   0.302960233E+03   0.000000000E+00  -0.654261064E+02   0.000000000E+00  -0.155863942E+03   0.000000000E+00  -0.707704720E+02   0.000000000E+00  -0.372203975E+02   0.000000000E+00  -0.287719765E+02   0.000000000E+00   0.136749955E+03
   0.169966927E+01   0.163171416E+01   0.177045447E+01   0.283746687E+03   0.000000000E+00  -0.493310393E+02   0.000000000E+00   0.623702551E+02   0.000000000E+00  -0.464328075E+02   0.000000000E+00  -0.495524131E+02   0.000000000E+00   0.241039722E+02   0.000000000E+00  -0.372266041E+02
   0.184418762E+01   0.177045447E+01   0.192099150E+01   0.337444744E+03   0.000000000E+00   0.312450982E+01   0.000000000E+00   0.519827228E+02   0.000000000E+00   0.623593364E+02   0.000000000E+00  -0.696022423E+02   0.000000000E+00  -0.125494976E+02   0.000000000E+00  -0.125696300E+03
   0.200099399E+01   0.192099150E+01   0.208432829E+01   0.288035663E+03   0.000000000E+00   0.838871267E+01   0.000000000E+00   0.155000696E+02   0.000000000E+00   0.223548893E+02   0.000000000E+00  -0.377700635E+02   0.000000000E+00   0.708226561E+02   0.000000000E+00   0.951164460E+01
   0.217113318E+01   0.208432829E+01   0.226155318E+01   0.280779463E+03   0.000000000E+00   0.138649009E+02   0.000000000E+00   0.312760585E+02   0.000000000E+00   0.147284731E+02   0.000000000E+00   0.154648762E+02   0.000000000E+00   0.639851864E+02   0.000000000E+00   0.133182555E+03
