   0.104164646E+01   0.100000000E+01   0.108502734E+01   0.222792494E+04   0.000000000E+00   0.324138626E+03   0.000000000E+00  -0.943356395E+03   0.000000000E+00   0.470863899E+02   0.000000000E+00  -0.560947624E+03   0.000000000E+00   0.801895130E+03   0.000000000E+00  -0.123493838E+03
   0.113021488E+01   0.108502734E+01   0.117728432E+01   0.237656311E+04   0.000000000E+00  -0.756919605E+02   0.000000000E+00   0.952582031E+03   0.000000000E+00   0.362899558E+03   0.000000000E+00  -0.403444758E+03   0.000000000E+00  -0.173672609E+03   0.000000000E+00  -0.153014657E+04
   0.122631404E+01   0.117728432E+01   0.127738567E+01   0.234304692E+04   0.000000000E+00  -0.712210637E+02   0.000000000E+00   0.277328734E+03   0.000000000E+00   0.422135332E+03   0.000000000E+00   0.311193572E+02   0.000000000E+00  -0.503254204E+03   0.000000000E+00  -0.104803750E+03
   0.133058426E+01   0.127738567E+01   0.138599838E+01   0.236461830E+04   0.000000000E+00   0.842921867E+02   0.000000000E+00  -0.269253677E+03   0.000000000E+00  -0.362377649E+02   0.000000000E+00   0.189309678E+02   0.000000000E+00   0.291932885E+02   0.000000000E+00  -0.423865977E+03
   0.144372030E+01   0.138599838E+01   0.150384613E+01   0.229136696E+04   0.000000000E+00  -0.445916886E+02   0.000000000E+00  -0.185735399E+03   0.000000000E+00  -0.203267135E+02   0.000000000E+00   0.436854023E+03   0.000000000E+00   0.187760563E+03   0.000000000E+00   0.258917643E+03
   0.156647599E+01   0.150384613E+01   0.163171416E+01   0.229702312E+04   0.000000000E+00   0.102570810E+03   0.000000000E+00   0.567958915E+03   0.000000000E+00   0.284907611E+03   0.000000000E+00   0.137456802E+02   0.000000000E+00  -0.189151888E+03   0.000000000E+00   0.396770129E+03
   0.169966927E+01   0.163171416E+01   0.177045447E+01   0.234803966E+04   0.000000000E+00  -0.109690458E+03   0.000000000E+00   0.130487319E+03   0.000000000E+00   0.105410271E+03   0.000000000E+00   0.211022275E+03   0.000000000E+00   0.226861557E+03   0.000000000E+00   0.337275020E+03
   0.184418762E+01   0.177045447E+01   0.192099150E+01   0.219326346E+04   0.000000000E+00   0.271267082E+03   0.000000000E+00   0.219371774E+03   0.000000000E+00  -0.301448320E+03   0.000000000E+00  -0.346498044E+03   0.000000000E+00  -0.658109825E+03   0.000000000E+00   0.144042276E+03
   0.200099399E+01   0.192099150E+01   0.208432829E+01   0.231782081E+04   0.000000000E+00   0.123634416E+03   0.000000000E+00   0.136743806E+03   0.000000000E+00   0.251315526E+03   0.000000000E+00   0.375989201E+03   0.000000000E+00   0.192993315E+03   0.000000000E+00  -0.603776753E+02
   0.217113318E+01   0.208432829E+01   0.226155318E+01   0.227344641E+04   0.000000000E+00   0.672052046E+02   0.000000000E+00  -0.158890527E+03   0.000000000E+00  -0.126452545E+03   0.000000000E+00   0.855386008E+02   0.000000000E+00   0.252244054E+03   0.000000000E+00  -0.634088666E+02
   0.235573885E+01   0.226155318E+01   0.245384702E+01   0.232781749E+04   0.000000000E+00  -0.330654057E+02   0.000000000E+00  -0.268614263E+02   0.000000000E+00   0.175571730E+02   0.000000000E+00   0.308531844E+03   0.000000000E+00  -0.374759037E+03   0.000000000E+00  -0.146356151E+03
   0.255604105E+01   0.245384702E+01   0.266249110E+01   0.223265796E+04   0.000000000E+00   0.219912293E+03   0.000000000E+00   0.148590621E+03   0.000000000E+00   0.217346781E+03   0.000000000E+00   0.713284496E+02   0.000000000E+00   0.169424461E+02   0.000000000E+00   0.195861526E+03
   0.277337442E+01   0.266249110E+01   0.288887563E+01   0.224321930E+04   0.000000000E+00   0.504107160E+02   0.000000000E+00  -0.308177165E+02   0.000000000E+00   0.652566960E+02   0.000000000E+00  -0.894672725E+02   0.000000000E+00   0.116903704E+02   0.000000000E+00   0.311308817E+03
   0.300918706E+01   0.288887563E+01   0.313450904E+01   0.227053891E+04   0.000000000E+00   0.197835423E+02   0.000000000E+00   0.195366181E+03   0.000000000E+00   0.175704108E+03   0.000000000E+00   0.121871186E+03   0.000000000E+00  -0.690761887E+02   0.000000000E+00   0.268728688E+03
   0.326505023E+01   0.313450904E+01   0.340102799E+01   0.224728931E+04   0.000000000E+00  -0.312774667E+01   0.000000000E+00  -0.454458787E+02   0.000000000E+00   0.103438870E+03   0.000000000E+00   0.117124059E+03   0.000000000E+00  -0.250844430E+01   0.000000000E+00  -0.103340016E+03
   0.354266875E+01   0.340102799E+01   0.369020835E+01   0.223077769E+04   0.000000000E+00   0.148199712E+02   0.000000000E+00  -0.147915977E+02   0.000000000E+00  -0.911635427E+02   0.000000000E+00   0.201788825E+03   0.000000000E+00   0.125391741E+03   0.000000000E+00  -0.456345182E+02
