# s  W0^2        W2^2        W4^2        W6^2        W8^2
1.134882704158826101e+02 4.041985850987698803e-01 7.608587866607970096e-02 3.897699577719800079e-02 1.927372737476107378e-02 1.518378087162874056e-02
1.135699620698911332e+02 4.040585181028532591e-01 7.610202072781865890e-02 3.897771203574990073e-02 1.927562574999074074e-02 1.519987433041486251e-02
1.136517125275655360e+02 4.039183598237163775e-01 7.611814728572566247e-02 3.897827445892416975e-02 1.927753529692562140e-02 1.521573713021616946e-02
1.137335218312341567e+02 4.037781094070170829e-01 7.613425784287644604e-02 3.897867563744648878e-02 1.927945525498391335e-02 1.523135823676903880e-02
1.138153900232557731e+02 4.036377659984139443e-01 7.615035190234677176e-02 3.897890816204258729e-02 1.928138486358381073e-02 1.524672661580979416e-02
1.138973171460196738e+02 4.034973287435655309e-01 7.616642896721248501e-02 3.897896462343822255e-02 1.928332336214353890e-02 1.526183123307483201e-02
1.139793032419455585e+02 4.033567967881297456e-01 7.618248854054932018e-02 3.897883761235908934e-02 1.928526999008128157e-02 1.527666105430048812e-02
1.140613483534839787e+02 4.032161693092300991e-01 7.619853018971696479e-02 3.897852008753095038e-02 1.928722398737984373e-02 1.529120551289097144e-02
1.141434525231157266e+02 4.030754461114499643e-01 7.621455476396890583e-02 3.897801234602588788e-02 1.928918460528051410e-02 1.530546336808679200e-02
1.142256157933522616e+02 4.029346275776045649e-01 7.623056429388382071e-02 3.897732144754475353e-02 1.929115110539981678e-02 1.531944197332230431e-02
1.143078382067356671e+02 4.027937141121090137e-01 7.624656085416839368e-02 3.897645470440404269e-02 1.929312274974185823e-02 1.533314900306487379e-02
1.143901198058386228e+02 4.026527061193785895e-01 7.626254651952912855e-02 3.897541942892012584e-02 1.929509880031071711e-02 1.534659213178180166e-02
1.144724606332643617e+02 4.025116040038287379e-01 7.627852336467273731e-02 3.897422293340950528e-02 1.929707851911048599e-02 1.535977903394044296e-02
1.145548607316471106e+02 4.023704081698742385e-01 7.629449346430587642e-02 3.897287253018858616e-02 1.929906116814527131e-02 1.537271738400817524e-02
1.146373201436514648e+02 4.022291190219302037e-01 7.631045889313516073e-02 3.897137553157380835e-02 1.930104600941915521e-02 1.538541485645233617e-02
1.147198389119728290e+02 4.020877369644121901e-01 7.632642172586717733e-02 3.896973924988163945e-02 1.930303230493623373e-02 1.539787912574024434e-02
1.148024170793373315e+02 4.019462624017351993e-01 7.634238403720861044e-02 3.896797099742850545e-02 1.930501931670059595e-02 1.541011786633925996e-02
1.148850546885018815e+02 4.018046957383144546e-01 7.635834790186607490e-02 3.896607808653083233e-02 1.930700630671633791e-02 1.542213875271672592e-02
1.149677517822541404e+02 4.016630373785650132e-01 7.637431539454622720e-02 3.896406782950509462e-02 1.930899253698755563e-02 1.543394945934000589e-02
1.150505084034124650e+02 4.015212877269023761e-01 7.639028858995559890e-02 3.896194753866770444e-02 1.931097726951833127e-02 1.544555766067639418e-02
1.151333245948263766e+02 4.013794471877413783e-01 7.640626956280092974e-02 3.895972452633510857e-02 1.931295976631276431e-02 1.545697103119328397e-02
1.152162003993759214e+02 4.012375161654972988e-01 7.642226038778882069e-02 3.895740610482375382e-02 1.931493928937494733e-02 1.546819724535800425e-02
1.152991358599720826e+02 4.010954950645851946e-01 7.643826313962591434e-02 3.895499958645006616e-02 1.931691510070897635e-02 1.547924397763791350e-02
1.153821310195567662e+02 4.009533842894206224e-01 7.645427989301881166e-02 3.895251228353052014e-02 1.931888646231894394e-02 1.549011890250033031e-02
1.154651859211027585e+02 4.008111842444184170e-01 7.647031272267414137e-02 3.894995150838152093e-02 1.932085263620892876e-02 1.550082969441260797e-02
1.155483006076138111e+02 4.006688953339939685e-01 7.648636370329860157e-02 3.894732457331953612e-02 1.932281288438304767e-02 1.551138402784211709e-02
1.156314751221244848e+02 4.005265179625625560e-01 7.650243490959872383e-02 3.894463879066098477e-02 1.932476646884536894e-02 1.552178957725614851e-02
1.157147095077006895e+02 4.003840525345390144e-01 7.651852841628119239e-02 3.894190147272231367e-02 1.932671265159999555e-02 1.553205401712209541e-02
1.157980038074389739e+02 4.002414994543387339e-01 7.653464629805267760e-02 3.893911993181997655e-02 1.932865069465102698e-02 1.554218502190728851e-02
1.158813580644670367e+02 4.000988591263767158e-01 7.655079062961978043e-02 3.893630148027040633e-02 1.933057986000255579e-02 1.555219026607907937e-02
1.159647723219435989e+02 3.999561319550683502e-01 7.656696348568907406e-02 3.893345343039002204e-02 1.933249940965866068e-02 1.556207742410479350e-02
1.160482466230584748e+02 3.998133183448288608e-01 7.658316694096728439e-02 3.893058309449530519e-02 1.933440860562344460e-02 1.557185417045178766e-02
1.161317810110325581e+02 3.996704187000731379e-01 7.659940307016098460e-02 3.892769778490266785e-02 1.933630670990099665e-02 1.558152817958741686e-02
1.162153755291177077e+02 3.995274334252169601e-01 7.661567394797680342e-02 3.892480481392856378e-02 1.933819298449541285e-02 1.559110712597899101e-02
1.162990302205973308e+02 3.993843629246749405e-01 7.663198164912139732e-02 3.892191149388943283e-02 1.934006669141078577e-02 1.560059868409389289e-02
1.163827451287855723e+02 3.992412076028622470e-01 7.664832824830139502e-02 3.891902513710170097e-02 1.934192709265120103e-02 1.561001052839944975e-02
1.164665202970279267e+02 3.990979678641940476e-01 7.666471582022343911e-02 3.891615305588181500e-02 1.934377345022076158e-02 1.561935033336301834e-02
1.165503557687010385e+02 3.989546441130861210e-01 7.668114643959414445e-02 3.891330256254623560e-02 1.934560502612356001e-02 1.562862577345193113e-02
1.166342515872128303e+02 3.988112367539531355e-01 7.669762218112012586e-02 3.891048096941138873e-02 1.934742108236367844e-02 1.563784452313353793e-02
1.167182077960024316e+02 3.986677461912103149e-01 7.671414511950802595e-02 3.890769558879370038e-02 1.934922088094521292e-02 1.564701425687517466e-02
1.168022244385401223e+02 3.985241728292730490e-01 7.673071732946450119e-02 3.890495373300964510e-02 1.935100368387226294e-02 1.565614264914419809e-02
1.168863015583278724e+02 3.983805170725562839e-01 7.674734088569616641e-02 3.890226271437562805e-02 1.935276875314892106e-02 1.566523737440794761e-02
1.169704391988985464e+02 3.982367793254754096e-01 7.676401786290965035e-02 3.889962984520812378e-02 1.935451535077926943e-02 1.567430610713377304e-02
1.170546374038165141e+02 3.980929599924454276e-01 7.678075033581159559e-02 3.889706243782355133e-02 1.935624273876741103e-02 1.568335652178901030e-02
1.171388962166774661e+02 3.979490594778813395e-01 7.679754037910863085e-02 3.889456780453834361e-02 1.935795017911743493e-02 1.569239629284102308e-02
1.172232156811085275e+02 3.978050781861989238e-01 7.681439006750739873e-02 3.889215325766896825e-02 1.935963693383343717e-02 1.570143309475713345e-02
1.173075958407681583e+02 3.976610165218129045e-01 7.683130147571448632e-02 3.888982610953185814e-02 1.936130226491950337e-02 1.571047460200469467e-02
1.173920367393461817e+02 3.975168748891388937e-01 7.684827667843655008e-02 3.888759367244345316e-02 1.936294543437973303e-02 1.571952848905104269e-02
1.174765384205641965e+02 3.973726536925911157e-01 7.686531775038023262e-02 3.888546325872015846e-02 1.936456570421820830e-02 1.572860243036354813e-02
1.175611009281749375e+02 3.972283533365857933e-01 7.688242676625217653e-02 3.888344218067846941e-02 1.936616233643903909e-02 1.573770410040953652e-02
1.176457243059627302e+02 3.970839742255377058e-01 7.689960580075898278e-02 3.888153775063479811e-02 1.936773459304630407e-02 1.574684117365635072e-02
1.177304085977434198e+02 3.969395167638618549e-01 7.691685692860732171e-02 3.887975728090559135e-02 1.936928173604410622e-02 1.575602132457135443e-02
1.178151538473644280e+02 3.967949813559737415e-01 7.693418222450378041e-02 3.887810808380728206e-02 1.937080302743652421e-02 1.576525222762186623e-02
1.178999600987046819e+02 3.966503684062883672e-01 7.695158376315498761e-02 3.887659747165632396e-02 1.937229772922766102e-02 1.577454155727524288e-02
1.179848273956746141e+02 3.965056783192212886e-01 7.696906361926761364e-02 3.887523275676915691e-02 1.937376510342160921e-02 1.578389698799882029e-02
1.180697557822166175e+02 3.963609114787816634e-01 7.698662368403162704e-02 3.887402077233984704e-02 1.937520441281054620e-02 1.579332578548453894e-02
1.181547453023043488e+02 3.962160679888952486e-01 7.700426332965752685e-02 3.887296177505198541e-02 1.937661493100397911e-02 1.580282960450699395e-02
1.182397959999432402e+02 3.960711477500965527e-01 7.702198009914143495e-02 3.887205124590562000e-02 1.937799593946669396e-02 1.581240602534490780e-02
1.183249079191703856e+02 3.959261506583480750e-01 7.703977149435836669e-02 3.887128455854260700e-02 1.937934671984005083e-02 1.582205253668162934e-02
1.184100811040546262e+02 3.957810766096124810e-01 7.705763501718339292e-02 3.887065708660486507e-02 1.938066655376542713e-02 1.583176662720053168e-02
1.184953155986963367e+02 3.956359254998525476e-01 7.707556816949140410e-02 3.887016420373425041e-02 1.938195472288416904e-02 1.584154578558490817e-02
1.185806114472280655e+02 3.954906972250304409e-01 7.709356845315751272e-02 3.886980128357263309e-02 1.938321050883765398e-02 1.585138750051815273e-02
1.186659686938137099e+02 3.953453916811088265e-01 7.711163337005677576e-02 3.886956369976190401e-02 1.938443319326724895e-02 1.586128926068362463e-02
1.187513873826490993e+02 3.952000087640506476e-01 7.712976042206413918e-02 3.886944682594392630e-02 1.938562205781430708e-02 1.587124855476462759e-02
1.188368675579619094e+02 3.950545483698181259e-01 7.714794711105464609e-02 3.886944603576058394e-02 1.938677638412021273e-02 1.588126287144454168e-02
1.189224092640115913e+02 3.949090103943739827e-01 7.716619093890331182e-02 3.886955670285375392e-02 1.938789545382631901e-02 1.589132969940670534e-02
1.190080125450894997e+02 3.947633947336804949e-01 7.718448940748519338e-02 3.886977420086530632e-02 1.938897854857399294e-02 1.590144652733448127e-02
1.190936774455187219e+02 3.946177012837009945e-01 7.720284001867525059e-02 3.887009390343712512e-02 1.939002495000459805e-02 1.591161084391118016e-02
1.191794040096546468e+02 3.944719299403972035e-01 7.722124027434852656e-02 3.887051118421108037e-02 1.939103393975950135e-02 1.592182013782018901e-02
1.192651922818842110e+02 3.943260805997321206e-01 7.723968767638007826e-02 3.887102141682905604e-02 1.939200479948006983e-02 1.593207189774484972e-02
1.193510423066263968e+02 3.941801531576680784e-01 7.725817972664494881e-02 3.887161997493292914e-02 1.939293681080767051e-02 1.594236361236851807e-02
1.194369541283322178e+02 3.940341475101677982e-01 7.727671392701801478e-02 3.887230223216454894e-02 1.939382925538365998e-02 1.595269277037451167e-02
1.195229277914846193e+02 3.938880635531940566e-01 7.729528777937445805e-02 3.887306356216583408e-02 1.939468141484941566e-02 1.596305686044620017e-02
1.196089633405986206e+02 3.937419011827090198e-01 7.731389878558922457e-02 3.887389933857862689e-02 1.939549257084629413e-02 1.597345337126694631e-02
1.196950608202211157e+02 3.935956602946757976e-01 7.733254444753731582e-02 3.887480493504483214e-02 1.939626200501566242e-02 1.598387979152005728e-02
1.197812202749314849e+02 3.934493407850565005e-01 7.735122226709380266e-02 3.887577572520629909e-02 1.939698899899889098e-02 1.599433360988892355e-02
1.198674417493407844e+02 3.933029425498137388e-01 7.736992974613367269e-02 3.887680708270491170e-02 1.939767283443733642e-02 1.600481231505687316e-02
1.199537252880923290e+02 3.931564654849101226e-01 7.738866438653198288e-02 3.887789438118256780e-02 1.939831279297237615e-02 1.601531339570727228e-02
1.200400709358615643e+02 3.930099094863084286e-01 7.740742369016369306e-02 3.887903299428111664e-02 1.939890815624535983e-02 1.602583434052344893e-02
1.201264787373560807e+02 3.928632744499711560e-01 7.742620515890387412e-02 3.888021829564245607e-02 1.939945820589766487e-02 1.603637263818875891e-02
1.202129487373156707e+02 3.927165602718605264e-01 7.744500629462755525e-02 3.888144565890842841e-02 1.939996222357065481e-02 1.604692577738656145e-02
1.202994809805121861e+02 3.925697668479398716e-01 7.746382459920968244e-02 3.888271045772095230e-02 1.940041949090568971e-02 1.605749124680017417e-02
1.203860755117501071e+02 3.924228940741710248e-01 7.748265757452534042e-02 3.888400806572188395e-02 1.940082928954414351e-02 1.606806653511297714e-02
1.204727323758657604e+02 3.922759418465169290e-01 7.750150272244955840e-02 3.888533385655310037e-02 1.940119090112737282e-02 1.607864913100831225e-02
1.205594516177279161e+02 3.921289100609398059e-01 7.752035754485735175e-02 3.888668320385647165e-02 1.940150360729674811e-02 1.608923652316953876e-02
1.206462332822375743e+02 3.919817986134027654e-01 7.753921954362372193e-02 3.888805148127389560e-02 1.940176668969363291e-02 1.609982620027998121e-02
1.207330774143281218e+02 3.918346073998679735e-01 7.755808622062364266e-02 3.888943406244721457e-02 1.940197942995939076e-02 1.611041565102299192e-02
1.208199840589652609e+02 3.916873363162981514e-01 7.757695507773219867e-02 3.889082632101833331e-02 1.940214110973538866e-02 1.612100236408193360e-02
1.209069532611469242e+02 3.915399852586557983e-01 7.759582361682440532e-02 3.889222363062911497e-02 1.940225101066299015e-02 1.613158382814014122e-02
1.209939850659038427e+02 3.913925541229036353e-01 7.761468933977527795e-02 3.889362136492144351e-02 1.940230841438357265e-02 1.614215753188098096e-02
1.210810795182987505e+02 3.912450428050042728e-01 7.763354974845983192e-02 3.889501489753720981e-02 1.940231260253848927e-02 1.615272096398779125e-02
1.211682366634269670e+02 3.910974512009200432e-01 7.765240234475309644e-02 3.889639960211825620e-02 1.940226285676911050e-02 1.616327161314391747e-02
1.212554565464162835e+02 3.909497792066133903e-01 7.767124463053010075e-02 3.889777085230648052e-02 1.940215845871678946e-02 1.617380696803272927e-02
1.213427392124269346e+02 3.908020267180473128e-01 7.769007410766581856e-02 3.889912402174374589e-02 1.940199869002291050e-02 1.618432451733753732e-02
1.214300847066516980e+02 3.906541936311843100e-01 7.770888827803530685e-02 3.890045448407195711e-02 1.940178283232882675e-02 1.619482174974171823e-02
1.215174930743157375e+02 3.905062798419867698e-01 7.772768464351359485e-02 3.890175761293294954e-02 1.940151016727590522e-02 1.620529615392861389e-02
1.216049643606771582e+02 3.903582852464174135e-01 7.774646070597567016e-02 3.890302878196862796e-02 1.940117997650551637e-02 1.621574521858156967e-02
1.216924986110262807e+02 3.902102097404386294e-01 7.776521396729658975e-02 3.890426336482086245e-02 1.940079154165902375e-02 1.622616643238394135e-02
1.217800958706861110e+02 3.900620532200131940e-01 7.778394192935134122e-02 3.890545673513153002e-02 1.940034414437778743e-02 1.623655728401907083e-02
1.218677561850123112e+02 3.899138155811033846e-01 7.780264209401499542e-02 3.890660426654251464e-02 1.939983706630317439e-02 1.624691526217032431e-02
1.219554795993931862e+02 3.897654967196721443e-01 7.782131196316251220e-02 3.890770133269566555e-02 1.939926958907655513e-02 1.625723785552102632e-02
1.220432661592495975e+02 3.896170965346840154e-01 7.783994905260777086e-02 3.890874334132590068e-02 1.939864099754686974e-02 1.626752255432349636e-02
1.221311159100354473e+02 3.894686151409494923e-01 7.785855188039991770e-02 3.890972815153374842e-02 1.939795080719544998e-02 1.627776696164306633e-02
1.222190288972369956e+02 3.893200530101831869e-01 7.787712062179702466e-02 3.891065767578460316e-02 1.939719891485722561e-02 1.628796886708271802e-02
1.223070051663733864e+02 3.891714106475712698e-01 7.789565560746782025e-02 3.891153420666257357e-02 1.939638525312994966e-02 1.629812607773870048e-02
1.223950447629965197e+02 3.890226885582985794e-01 7.791415716808106073e-02 3.891236003675178912e-02 1.939550975461136126e-02 1.630823640070724889e-02
1.224831477326910658e+02 3.888738872475498431e-01 7.793262563430548850e-02 3.891313745863634460e-02 1.939457235189918569e-02 1.631829764308462966e-02
1.225713141210745221e+02 3.887250072205108431e-01 7.795106133680983207e-02 3.891386876490037644e-02 1.939357297759117943e-02 1.632830761196705019e-02
1.226595439737971276e+02 3.885760489823665842e-01 7.796946460626283382e-02 3.891455624812797942e-02 1.939251156428507469e-02 1.633826411445076301e-02
1.227478373365422897e+02 3.884270130383018493e-01 7.798783577333325001e-02 3.891520220090328303e-02 1.939138804457860715e-02 1.634816495763203453e-02
1.228361942550259869e+02 3.882778998935020320e-01 7.800617516868987855e-02 3.891580891581040980e-02 1.939020235106951942e-02 1.635800794860711380e-02
1.229246147749971954e+02 3.881287100531523593e-01 7.802448312300137856e-02 3.891637868543344758e-02 1.938895441635555411e-02 1.636779089447220475e-02
1.230130989422378462e+02 3.879794440224380581e-01 7.804275996693653406e-02 3.891691380235654668e-02 1.938764417303444690e-02 1.637751160232357381e-02
1.231016468025627972e+02 3.878301023065441888e-01 7.806100603116407355e-02 3.891741655916380882e-02 1.938627155370394040e-02 1.638716787925746654e-02
1.231902584018199178e+02 3.876806854106557565e-01 7.807922164635280882e-02 3.891788924843933573e-02 1.938483649096176681e-02 1.639675753237013200e-02
1.232789337858899046e+02 3.875311938399583767e-01 7.809740714317137122e-02 3.891833416276725688e-02 1.938333891740567222e-02 1.640627836875777762e-02
1.233676730006869349e+02 3.873816280996368322e-01 7.811556285228858643e-02 3.891875359473170176e-02 1.938177876563339577e-02 1.641572819551669060e-02
1.234564760921577715e+02 3.872319886948761281e-01 7.813368910437321069e-02 3.891914983691675128e-02 1.938015596824267314e-02 1.642510481974310613e-02
1.235453431062824450e+02 3.870822761308618243e-01 7.815178623009391701e-02 3.891952518190654187e-02 1.937847045783124694e-02 1.643440604853324549e-02
1.236342740890740401e+02 3.869324909127789813e-01 7.816985456011950328e-02 3.891988192228518911e-02 1.937672216699684938e-02 1.644362968898336469e-02
1.237232690865787959e+02 3.867826335458127152e-01 7.818789442511868415e-02 3.892022235063681557e-02 1.937491102833723000e-02 1.645277354818971277e-02
1.238123281448760622e+02 3.866327045351480307e-01 7.820590615576028526e-02 3.892054875954552989e-02 1.937303697445012449e-02 1.646183543324853185e-02
1.239014513100782722e+02 3.864827043859705991e-01 7.822389008271289634e-02 3.892086344159544076e-02 1.937109993793327198e-02 1.647081315125604323e-02
1.239906386283313964e+02 3.863326336034650366e-01 7.824184653664539857e-02 3.892116868937066376e-02 1.936909985138440815e-02 1.647970450930852024e-02
1.240798901458142467e+02 3.861824926928167367e-01 7.825977584822649269e-02 3.892146679545532145e-02 1.936703664740127909e-02 1.648850731450219459e-02
1.241692059087390305e+02 3.860322821592105935e-01 7.827767834812493497e-02 3.892176005243354331e-02 1.936491025858161699e-02 1.649721937393332227e-02
1.242585859633511802e+02 3.858820025078323335e-01 7.829555436700946780e-02 3.892205075288941718e-02 1.936272061752317142e-02 1.650583849469812459e-02
1.243480303559294526e+02 3.857316542438667395e-01 7.831340423554879193e-02 3.892234118940707949e-02 1.936046765682366763e-02 1.651436248389285058e-02
1.244375391327858864e+02 3.855812378724988165e-01 7.833122828441171914e-02 3.892263365457063196e-02 1.935815130908085518e-02 1.652278914861375972e-02
1.245271123402657594e+02 3.854307538989143467e-01 7.834902684426693631e-02 3.892293044096420407e-02 1.935577150689247322e-02 1.653111629595706636e-02
1.246167500247480717e+02 3.852802028282978908e-01 7.836680024578321357e-02 3.892323384117189755e-02 1.935332818285625742e-02 1.653934173301903690e-02
1.247064522326448355e+02 3.851295851658348424e-01 7.838454881962933496e-02 3.892354614777784882e-02 1.935082126956995038e-02 1.654746326689591346e-02
1.247962190104015718e+02 3.849789014167100953e-01 7.840227289647398734e-02 3.892386965336613880e-02 1.934825069963128433e-02 1.655547870468394508e-02
1.248860504044972970e+02 3.848281520861092653e-01 7.841997280698592698e-02 3.892420665052092471e-02 1.934561640563800880e-02 1.656338585347935308e-02
1.249759464614444084e+02 3.846773376792174126e-01 7.843764888183392403e-02 3.892455943182629441e-02 1.934291832018785948e-02 1.657118252037839343e-02
1.250659072277888413e+02 3.845264587012192647e-01 7.845530145168672087e-02 3.892493028986637044e-02 1.934015637587856509e-02 1.657886651247731866e-02
1.251559327501098693e+02 3.843755156573007703e-01 7.847293084721299050e-02 3.892532151722526146e-02 1.933733050530788561e-02 1.658643563687234312e-02
1.252460230750207160e+02 3.842245090526463791e-01 7.849053739908157246e-02 3.892573540648709696e-02 1.933444064107354629e-02 1.659388770065974364e-02
1.253361782491677445e+02 3.840734393924415957e-01 7.850812143796118137e-02 3.892617425023599254e-02 1.933148671577328975e-02 1.660122051093574497e-02
1.254263983192310263e+02 3.839223071818712585e-01 7.852568329452055962e-02 3.892664034105605686e-02 1.932846866200484820e-02 1.660843187479660657e-02
1.255166833319242556e+02 3.837711129261209830e-01 7.854322329942843572e-02 3.892713597153139859e-02 1.932538641236597118e-02 1.661551959933855321e-02
1.256070333339947354e+02 3.836198571303758298e-01 7.856074178335357983e-02 3.892766343424615416e-02 1.932223989945440132e-02 1.662248149165784089e-02
1.256974483722234055e+02 3.834685402998207482e-01 7.857823907696470656e-02 3.892822502178441835e-02 1.931902905586786734e-02 1.662931535885069784e-02
1.257879284934247863e+02 3.833171629396410207e-01 7.859571551093059993e-02 3.892882302673031369e-02 1.931575381420411186e-02 1.663601900801338698e-02
1.258784737444474473e+02 3.831657255550217633e-01 7.861317141591996072e-02 3.892945974166796275e-02 1.931241410706087402e-02 1.664259024624213656e-02
1.259690841721733250e+02 3.830142286511482030e-01 7.863060712260155904e-02 3.893013745918147417e-02 1.930900986703589992e-02 1.664902688063319910e-02
1.260597598235182062e+02 3.828626727401888141e-01 7.864802293498157626e-02 3.893085842744731934e-02 1.930554106889908333e-02 1.665532691503668686e-02
1.261505007454316711e+02 3.827110585030128465e-01 7.866541851295541510e-02 3.893162382184837955e-02 1.930200870620954121e-02 1.666149310645476112e-02
1.262413069848970650e+02 3.825593867938094084e-01 7.868279285467524864e-02 3.893243371560634047e-02 1.929841481920486004e-02 1.666753309515869863e-02
1.263321785889314555e+02 3.824076584746742280e-01 7.870014492810331608e-02 3.893328813166034574e-02 1.929476149587389458e-02 1.667345474420301246e-02
1.264231156045861297e+02 3.822558744077028670e-01 7.871747370120205090e-02 3.893418709294958757e-02 1.929105082420552383e-02 1.667926591664227465e-02
1.265141180789458417e+02 3.821040354549913864e-01 7.873477814193360902e-02 3.893513062241316797e-02 1.928728489218861294e-02 1.668497447553096702e-02
1.266051860591293945e+02 3.819521424786357366e-01 7.875205721826036842e-02 3.893611874299029302e-02 1.928346578781203746e-02 1.669058828392364427e-02
1.266963195922894982e+02 3.818001963407317567e-01 7.876930989814465156e-02 3.893715147762012024e-02 1.927959559906466946e-02 1.669611520487482986e-02
1.267875187256127703e+02 3.816481979033748417e-01 7.878653514954869763e-02 3.893822884924178634e-02 1.927567641393536715e-02 1.670156310143905073e-02
1.268787835063198628e+02 3.814961480286614415e-01 7.880373194043482910e-02 3.893935088079446966e-02 1.927171032041301302e-02 1.670693983667082688e-02
1.269701139816652358e+02 3.813440475786873396e-01 7.882089923876532678e-02 3.894051759521732770e-02 1.926769940648647914e-02 1.671225327362468177e-02
1.270615101989377678e+02 3.811918974155480422e-01 7.883803601250255477e-02 3.894172901544951798e-02 1.926364576014463065e-02 1.671751127535517009e-02
1.271529722054599887e+02 3.810396984013393884e-01 7.885514122960875227e-02 3.894298516443020497e-02 1.925955146937632576e-02 1.672272170491680837e-02
1.272445000485886197e+02 3.808874513981575505e-01 7.887221385804624174e-02 3.894428606509853924e-02 1.925541862217045735e-02 1.672789242536411314e-02
1.273360937757144740e+02 3.807351572680983121e-01 7.888925286577734564e-02 3.894563174039369219e-02 1.925124930651588365e-02 1.673303129975162520e-02
1.274277534342624705e+02 3.805828168732571792e-01 7.890625722076431703e-02 3.894702221325482827e-02 1.924704561040147671e-02 1.673814619113387150e-02
1.275194790716916913e+02 3.804304310757304353e-01 7.892322589096946450e-02 3.894845750662108419e-02 1.924280962181610169e-02 1.674324496256536510e-02
1.276112707354952107e+02 3.802780007376140858e-01 7.894015784435508276e-02 3.894993764343163828e-02 1.923854342874865148e-02 1.674833547710064333e-02
1.277031284732007066e+02 3.801255267210033040e-01 7.895705204888349427e-02 3.895146264662564112e-02 1.923424911918796346e-02 1.675342559779424007e-02
1.277950523323696643e+02 3.799730098879939844e-01 7.897390747251700760e-02 3.895303253914225716e-02 1.922992878112292012e-02 1.675852318770067878e-02
1.278870423605979596e+02 3.798204511006827433e-01 7.899072308321791747e-02 3.895464734392066475e-02 1.922558450254240742e-02 1.676363610987448988e-02
1.279790986055157163e+02 3.796678512211647538e-01 7.900749784894847694e-02 3.895630708389997976e-02 1.922121837143527662e-02 1.676877222737020029e-02
1.280712211147873063e+02 3.795152111115361326e-01 7.902423073767105011e-02 3.895801178201940135e-02 1.921683247579041021e-02 1.677393940324233002e-02
1.281634099361114920e+02 3.793625316338924969e-01 7.904092071734791780e-02 3.895976146121808009e-02 1.921242890359667332e-02 1.677914550054542681e-02
1.282556651172211275e+02 3.792098136503301298e-01 7.905756675594131921e-02 3.896155614443516657e-02 1.920800974284293458e-02 1.678439838233398984e-02
1.283479867058839545e+02 3.790570580229445374e-01 7.907416782141363232e-02 3.896339585460983218e-02 1.920357708151807299e-02 1.678970591166257381e-02
1.284403747499015935e+02 3.789042656138315590e-01 7.909072288172713794e-02 3.896528061468122750e-02 1.919913300761094330e-02 1.679507595158569178e-02
1.285328292971102542e+02 3.787514372850870337e-01 7.910723090484413078e-02 3.896721044758852392e-02 1.919467960911042451e-02 1.680051636515788108e-02
1.286253503953805932e+02 3.785985738988069671e-01 7.912369085872687779e-02 3.896918537627086510e-02 1.919021897400539217e-02 1.680603501543366171e-02
1.287179380926176577e+02 3.784456763170872540e-01 7.914010171133774307e-02 3.897120542366743629e-02 1.918575319028471143e-02 1.681163976546756755e-02
1.288105924367610555e+02 3.782927454020233449e-01 7.915646243063899357e-02 3.897327061271736726e-02 1.918128434593724743e-02 1.681733847831412554e-02
1.289033134757847563e+02 3.781397820157118561e-01 7.917277198459288234e-02 3.897538096635984328e-02 1.917681452895189306e-02 1.682313901702785219e-02
1.289961012576976032e+02 3.779867870202478497e-01 7.918902934116177350e-02 3.897753650753400106e-02 1.917234582731749265e-02 1.682904924466329180e-02
1.290889558305426874e+02 3.778337612777276089e-01 7.920523346830797562e-02 3.897973725917903282e-02 1.916788032902292521e-02 1.683507702427496783e-02
1.291818772423977464e+02 3.776807056502465842e-01 7.922138333399375565e-02 3.898198324423406830e-02 1.916342012205705589e-02 1.684123021891741068e-02
1.292748655413751067e+02 3.775276209999011146e-01 7.923747790618139442e-02 3.898427448563827891e-02 1.915896729440877064e-02 1.684751669164514035e-02
1.293679207756218261e+02 3.773745081887867059e-01 7.925351615283320050e-02 3.898661100633082216e-02 1.915452393406692419e-02 1.685394430551268724e-02
1.294610429933195519e+02 3.772213680789992529e-01 7.926949704191153800e-02 3.898899282925086945e-02 1.915009212902039210e-02 1.686052092357458870e-02
1.295542322426844635e+02 3.770682015326349834e-01 7.928541954137860448e-02 3.899141997733755749e-02 1.914567396725805337e-02 1.686725440888534738e-02
1.296474885719678980e+02 3.769150094117893479e-01 7.930128261919676402e-02 3.899389247353007154e-02 1.914127153676876969e-02 1.687415262449951797e-02
1.297408120294554692e+02 3.767617925785582411e-01 7.931708524332831134e-02 3.899641034076756219e-02 1.913688692554140966e-02 1.688122343347162047e-02
1.298342026634677495e+02 3.766085518950373912e-01 7.933282638173555501e-02 3.899897360198918694e-02 1.913252222156484189e-02 1.688847469885619221e-02
1.299276605223600427e+02 3.764552882233228592e-01 7.934850500238076199e-02 3.900158228013410333e-02 1.912817951282794887e-02 1.689591428370773932e-02
1.300211856545224407e+02 3.763020024254058460e-01 7.936412007327030282e-02 3.900423639835723377e-02 1.912386088697198491e-02 1.690355005018586917e-02
1.301147781083799657e+02 3.761486949787302692e-01 7.937967072396362456e-02 3.900693677118380331e-02 1.911956715662620904e-02 1.691138657784314187e-02
1.302084379323922576e+02 3.759953651100841898e-01 7.939515660943761988e-02 3.900968678690373836e-02 1.911529498771289554e-02 1.691941777024683763e-02
1.303021651750542844e+02 3.758420117924369253e-01 7.941057749130152332e-02 3.901249035614744870e-02 1.911104020458826921e-02 1.692763536429393867e-02
1.303959598848955466e+02 3.756886339987577372e-01 7.942593313116469433e-02 3.901535138954533716e-02 1.910679863160854794e-02 1.693603109688144107e-02
