1.000000000000000000e+00 8.700499999999999901e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.350983483290658205e+00 8.694553784881214886e-01 -3.081520433591453350e-04 1.466940439761167225e-04 -4.689477320396074608e-05 3.830093540872532706e-05 -2.486785512346261076e-05 1.653592816036238020e-05
1.701295570865414053e+00 8.688618944267353372e-01 -6.157146231919282450e-04 2.931074771618078661e-04 -9.369984147499489332e-05 7.652860502241358085e-05 -4.968814056861213898e-05 3.304022477151022407e-05
2.051230329939825570e+00 8.682690496194845897e-01 -9.229459209161920393e-04 4.393632053663270405e-04 -1.404544950248537438e-04 1.147150988110052919e-04 -7.448169156348880113e-05 4.952674425845803128e-05
2.401649399595587209e+00 8.676753843135386335e-01 -1.230602427524541504e-03 5.858213518643017341e-04 -1.872738571321054253e-04 1.529544428024617300e-04 -9.930955689492274843e-05 6.603608112958978395e-05
2.751543636060076903e+00 8.670826081579956490e-01 -1.537798147719826331e-03 7.320601435866088379e-04 -2.340230964710619387e-04 1.911365145770870574e-04 -1.241002367849164162e-04 8.252069146981587009e-05
3.101687925398425527e+00 8.664894083733513108e-01 -1.845213406177429426e-03 8.784034452617202208e-04 -2.808057452818780064e-04 2.293458732738215490e-04 -1.489086334021530521e-04 9.901708258194497579e-05
3.449802011595236362e+00 8.658996480738065937e-01 -2.150846212536051787e-03 1.023898220658232871e-03 -3.273171394029077120e-04 2.673336868463762933e-04 -1.735731862204691392e-04 1.154178244829347748e-04
3.801532970230575348e+00 8.653037602205176926e-01 -2.459654514852646981e-03 1.170904673013388898e-03 -3.743117825108189470e-04 3.057161902098901409e-04 -1.984940014103301459e-04 1.319889685414516139e-04
4.152182567158248183e+00 8.647097043649261128e-01 -2.767513416882065418e-03 1.317459168711183470e-03 -4.211619452814879339e-04 3.439806903997765972e-04 -2.233382000425402400e-04 1.485091662723925666e-04
4.502218415562692755e+00 8.641166882963676743e-01 -3.074833467738868811e-03 1.463757147344369120e-03 -4.679301053392903240e-04 3.821782155219907696e-04 -2.481389134109572374e-04 1.650004483934207811e-04
4.851469652692247614e+00 8.635250014833578680e-01 -3.381464655503506767e-03 1.609727196583898932e-03 -5.145934337752622757e-04 4.202901202455506342e-04 -2.728840355608665733e-04 1.814547650266332710e-04
5.199236784784824650e+00 8.629358289789208492e-01 -3.686792847482082275e-03 1.755076962021124166e-03 -5.610584714869312241e-04 4.582400725871117264e-04 -2.975240060133187148e-04 1.978391608360962868e-04
5.552241899798152858e+00 8.623377825032801924e-01 -3.996719817514180623e-03 1.902615949839177659e-03 -6.082233541565797890e-04 4.967616177672840201e-04 -3.225350976341828982e-04 2.144703343812823996e-04
5.904072952955583986e+00 8.617417250740451173e-01 -4.305615999554407609e-03 2.049664236841616718e-03 -6.552313708565148109e-04 5.351550439063918092e-04 -3.474630047135277488e-04 2.310461942053699082e-04
6.252844024226183350e+00 8.611508517379156125e-01 -4.611825617365946511e-03 2.195433600080281145e-03 -7.018305445099169400e-04 5.732145507182977379e-04 -3.721741061884358296e-04 2.474778887252150183e-04
6.601087298113682778e+00 8.605608725739989362e-01 -4.917571846300724733e-03 2.340982369655100932e-03 -7.483591993504500831e-04 6.112164618470979300e-04 -3.968478122032087995e-04 2.638847170618188135e-04
6.954784045172060836e+00 8.599616543643255895e-01 -5.228106046695744219e-03 2.488810426066015956e-03 -7.956164907214677675e-04 6.498134811038154849e-04 -4.219079072852442865e-04 2.805484755528921885e-04
7.301390813783553035e+00 8.593744476990810011e-01 -5.532415477408451909e-03 2.633675215942775198e-03 -8.419264926982086231e-04 6.876368092341089092e-04 -4.464656637523894793e-04 2.968782030144795619e-04
7.654342859929435861e+00 8.587764911304923698e-01 -5.842295854706939726e-03 2.781192023552521951e-03 -8.890842848561336361e-04 7.261525632948668965e-04 -4.714729953418848288e-04 3.135068763195657032e-04
8.003510426621165408e+00 8.581849460684327635e-01 -6.148853582557895284e-03 2.927127102614045587e-03 -9.357364341158974728e-04 7.642553375146070088e-04 -4.962121892802826353e-04 3.299572509771153098e-04
8.353960148642030958e+00 8.575912288325340249e-01 -6.456537000942410252e-03 3.073598060311427595e-03 -9.825598916742965018e-04 8.024980264334221963e-04 -5.210422263907628967e-04 3.464680319769066950e-04
8.704077100974437542e+00 8.569980753610993984e-01 -6.763928258400990490e-03 3.219929936446185199e-03 -1.029338887997873885e-03 8.407044019900700898e-04 -5.458486861285290290e-04 3.629631351573012047e-04
9.054614621132852648e+00 8.564042093812750389e-01 -7.071688760684825478e-03 3.366437589499519413e-03 -1.076174076232913265e-03 8.789566718463244152e-04 -5.706849439059881067e-04 3.794780526015812273e-04
9.403264477521194209e+00 8.558135414023203547e-01 -7.377791955785796725e-03 3.512156290806450754e-03 -1.122757054410791679e-03 9.170029511315882977e-04 -5.953874570732565867e-04 3.959040363097200243e-04
9.756086341230815862e+00 8.552158053833607276e-01 -7.687558037153971457e-03 3.659618688482559491e-03 -1.169897452941623048e-03 9.555044990848782747e-04 -6.203855649866562997e-04 4.125265763136206059e-04
1.010006496405203968e+01 8.546330512125998036e-01 -7.989560041637025142e-03 3.803385041103752185e-03 -1.215856309332746668e-03 9.930410318331939126e-04 -6.447571122677074260e-04 4.287324836182719221e-04
1.045709546328254014e+01 8.540281850996739310e-01 -8.303021167636237196e-03 3.952606443956953666e-03 -1.263559022096716854e-03 1.032001845492472314e-03 -6.700534101056575395e-04 4.455533055868225647e-04
1.080236299980708026e+01 8.534432473053196189e-01 -8.606154796284820607e-03 4.096911499886077800e-03 -1.309690089770351165e-03 1.069679030444803391e-03 -6.945162794026062516e-04 4.618199376418332400e-04
1.115536269647946632e+01 8.528452100092052124e-01 -8.916077009190425881e-03 4.244448223100868132e-03 -1.356854248497475421e-03 1.108199984350638576e-03 -7.195269871235902880e-04 4.784508559120545577e-04
1.150711820320725565e+01 8.522492805675661032e-01 -9.224906863931030612e-03 4.391464935366038401e-03 -1.403852171466929769e-03 1.146585166515145734e-03 -7.444495415930363694e-04 4.950231565078807997e-04
1.184832714059619008e+01 8.516712186818204966e-01 -9.524477174998165208e-03 4.534073694037819846e-03 -1.449440971213295523e-03 1.183819458423382171e-03 -7.686248513320203743e-04 5.110985752809771299e-04
1.220735707592996988e+01 8.510629652080211605e-01 -9.839693740640904560e-03 4.684130764042395215e-03 -1.497410827894462204e-03 1.222998459765819697e-03 -7.940628130650311022e-04 5.280135969293958068e-04
1.255692176937924920e+01 8.504707473504476978e-01 -1.014660013282405251e-02 4.830231822794727251e-03 -1.544116037113210617e-03 1.261144570287733770e-03 -8.188301441983182084e-04 5.444826814688796942e-04
1.289872064971137888e+01 8.498916860080851787e-01 -1.044668839454146285e-02 4.973087148955208578e-03 -1.589783658917705983e-03 1.298443239489026303e-03 -8.430472525299435513e-04 5.605858942966577239e-04
1.325799570989275900e+01 8.492830172540393185e-01 -1.076212017180032225e-02 5.123246669237036151e-03 -1.637786266638972636e-03 1.337648989984636244e-03 -8.685025818300555435e-04 5.775124645422708303e-04
1.360790324918519190e+01 8.486902185614030314e-01 -1.106932757144438520e-02 5.269491020895122717e-03 -1.684537283363842430e-03 1.375832513425161554e-03 -8.932942042510050957e-04 5.939977016202715098e-04
1.394891936651636577e+01 8.481124833433204557e-01 -1.136872859279382773e-02 5.412019190150646648e-03 -1.730100320493704750e-03 1.413045763919971477e-03 -9.174558523178879968e-04 6.100640360381914254e-04
1.430725017503798568e+01 8.475054143008741159e-01 -1.168333134791272113e-02 5.561784059113835527e-03 -1.777976767100448389e-03 1.452148473322333261e-03 -9.428442795710590936e-04 6.269461196388354841e-04
1.465965730416214363e+01 8.469083809078724601e-01 -1.199273330585044935e-02 5.709073117882526062e-03 -1.825061753096930955e-03 1.490604763526113185e-03 -9.678130027410841458e-04 6.435491202010326000e-04
1.500374385675081079e+01 8.463254438870214669e-01 -1.229483006914682680e-02 5.852884579902900911e-03 -1.871035029944310979e-03 1.528153074068111430e-03 -9.921921970538298812e-04 6.597601124141367138e-04
1.535337906794288720e+01 8.457331065612426757e-01 -1.260179837360667424e-02 5.999015111645716880e-03 -1.917749661012558985e-03 1.566306879811141641e-03 -1.016964524504879175e-03 6.762325192647390898e-04
1.571018159989402463e+01 8.451286266609303599e-01 -1.291505935177473391e-02 6.148141235251610055e-03 -1.965421915152765382e-03 1.605242816630176889e-03 -1.042244670422450741e-03 6.930426009827251157e-04
1.605911706685815687e+01 8.445374748125046294e-01 -1.322141330363985415e-02 6.293979307903233185e-03 -2.012043053653889309e-03 1.643320263057873425e-03 -1.066967419648561172e-03 7.094820406971661178e-04
1.640052491644559751e+01 8.439590759380463103e-01 -1.352115825312542180e-02 6.436671202210112949e-03 -2.057658429985419202e-03 1.680576261182011380e-03 -1.091156822699537428e-03 7.255668308452155151e-04
1.675596542708240477e+01 8.433569035171787354e-01 -1.383322342103147917e-02 6.585228067078509676e-03 -2.105148704962289761e-03 1.719363567957558165e-03 -1.116340466786304225e-03 7.423127434849436041e-04
1.711137329565228526e+01 8.427547863971334152e-01 -1.414525993026810764e-02 6.733771289148801631e-03 -2.152634618644688920e-03 1.758147312680312466e-03 -1.141521798119822561e-03 7.590571182549447297e-04
1.745958000560444390e+01 8.421648691783039098e-01 -1.445097405726099120e-02 6.879304776775058486e-03 -2.199158388191365006e-03 1.796145233783962318e-03 -1.166192913509423411e-03 7.754622239503511935e-04
1.780087158616449372e+01 8.415866672819602989e-01 -1.475061692633514686e-02 7.021948076277258893e-03 -2.244758229861211572e-03 1.833388544095938908e-03 -1.190374078676094405e-03 7.915415363013658277e-04
1.815539819330855309e+01 8.409860431580993279e-01 -1.506187971680143442e-02 7.170122973886405675e-03 -2.292126398530910762e-03 1.872076121510099153e-03 -1.215492970941945208e-03 8.082443920930625081e-04
1.851185629454779757e+01 8.403821467778681553e-01 -1.537483829604555270e-02 7.319105142188414917e-03 -2.339752633411274450e-03 1.910974472462342866e-03 -1.240748713280855455e-03 8.250382466044160843e-04
1.886163346041054467e+01 8.397895689584338186e-01 -1.568193123207330814e-02 7.465295004086904690e-03 -2.386486230990492088e-03 1.949143768953316138e-03 -1.265531098493457608e-03 8.415173413829353348e-04
1.920497552597321445e+01 8.392078932163099525e-01 -1.598337436005853665e-02 7.608795306700267408e-03 -2.432360037202071449e-03 1.986610837639632768e-03 -1.289857544467931183e-03 8.576932584869122970e-04
1.955067448327780610e+01 8.386222245269460140e-01 -1.628688676207181926e-02 7.753280675555481762e-03 -2.478548746846335766e-03 2.024335101215939646e-03 -1.314350980757249439e-03 8.739802161223718478e-04
1.991028520589919282e+01 8.380129871076579251e-01 -1.660261323999804445e-02 7.903580486429542806e-03 -2.526596202301889093e-03 2.063577480744099510e-03 -1.339830092387089703e-03 8.909226004739424255e-04
2.026362598971955364e+01 8.374143719559884458e-01 -1.691283491628756824e-02 8.051259767500942854e-03 -2.573805933556519172e-03 2.102135655651623039e-03 -1.364864966788798678e-03 9.075695884250569410e-04
2.061091173046144220e+01 8.368260150046082924e-01 -1.721774046237129277e-02 8.196408334741302898e-03 -2.620206652748123272e-03 2.140033076350226441e-03 -1.389470829737803276e-03 9.239313043844105946e-04
2.095234646173424409e+01 8.362475705883248844e-01 -1.751750901309925834e-02 8.339111464286659212e-03 -2.665825620731680171e-03 2.177292007927774699e-03 -1.413662137407912514e-03 9.400173610126204282e-04
2.130316802884785332e+01 8.356532233880498151e-01 -1.782551889933936887e-02 8.485737835167239326e-03 -2.712698760375196333e-03 2.215575274296974900e-03 -1.438518520458685872e-03 9.565456607961526567e-04
