# s  W0^2        W2^2        W4^2        W6^2        W8^2
1.148821672198099719e+01 6.764510252828650483e-01 1.028805375967736802e-02 1.276359903234968937e-02 4.958014223646403651e-03 1.372085161398484132e-02
1.149648622350911076e+01 6.764354296772016051e-01 1.028859858501196024e-02 1.275551266196919831e-02 4.956204130257836279e-03 1.370352157809723824e-02
1.150476167762822222e+01 6.764198290733125507e-01 1.028914815077143149e-02 1.274744166226313320e-02 4.954399768150268175e-03 1.368619546608970498e-02
1.151304308862316716e+01 6.764042234577078982e-01 1.028970246366811038e-02 1.273938601124935920e-02 4.952601009626904360e-03 1.366887345985495598e-02
1.152133046078184542e+01 6.763886128168968837e-01 1.029026153041432377e-02 1.273134568694578306e-02 4.950807726990954193e-03 1.365155574128576639e-02
1.152962379839524232e+01 6.763729971373890759e-01 1.029082535772239161e-02 1.272332066737029421e-02 4.949019792545623561e-03 1.363424249227490961e-02
1.153792310575745184e+01 6.763573764056942661e-01 1.029139395230464944e-02 1.271531093054076474e-02 4.947237078594118355e-03 1.361693389471509662e-02
1.154622838716564104e+01 6.763417506083222452e-01 1.029196732087341720e-02 1.270731645447511007e-02 4.945459457439649667e-03 1.359963013049911990e-02
1.155453964692007496e+01 6.763261197317826934e-01 1.029254547014102697e-02 1.269933721719120577e-02 4.943686801385422519e-03 1.358233138151971123e-02
1.156285688932410771e+01 6.763104837625848464e-01 1.029312840681980215e-02 1.269137319670694992e-02 4.941918982734645402e-03 1.356503782966965617e-02
1.157118011868421092e+01 6.762948426872389396e-01 1.029371613762206962e-02 1.268342437104021982e-02 4.940155873790525072e-03 1.354774965684166915e-02
1.157950933930993642e+01 6.762791964922542087e-01 1.029430866926015799e-02 1.267549071820892222e-02 4.938397346856270020e-03 1.353046704492853226e-02
1.158784455551393933e+01 6.762635451641402229e-01 1.029490600844639239e-02 1.266757221623093441e-02 4.936643274235087003e-03 1.351319017582299289e-02
1.159618577161199759e+01 6.762478886894072172e-01 1.029550816189310491e-02 1.265966884312415448e-02 4.934893528230183644e-03 1.349591923141779844e-02
1.160453299192297472e+01 6.762322270545643166e-01 1.029611513631261376e-02 1.265178057690647187e-02 4.933147981144767567e-03 1.347865439360572057e-02
1.161288622076884636e+01 6.762165602461212011e-01 1.029672693841724926e-02 1.264390739559577079e-02 4.931406505282044661e-03 1.346139584427950148e-02
1.162124546247471635e+01 6.762008882505878837e-01 1.029734357491934177e-02 1.263604927720995280e-02 4.929668972945226019e-03 1.344414376533190590e-02
1.162961072136878116e+01 6.761852110544737116e-01 1.029796505253121122e-02 1.262820619976689172e-02 4.927935256437514060e-03 1.342689833865566389e-02
1.163798200178236542e+01 6.761695286442885866e-01 1.029859137796519317e-02 1.262037814128449779e-02 4.926205228062121612e-03 1.340965974614356619e-02
1.164635930804989705e+01 6.761538410065418558e-01 1.029922255793360754e-02 1.261256507978064656e-02 4.924478760122251962e-03 1.339242816968834633e-02
1.165474264450894992e+01 6.761381481277433103e-01 1.029985859914878295e-02 1.260476699327323785e-02 4.922755724921117071e-03 1.337520379118276558e-02
1.166313201550019585e+01 6.761224499944027411e-01 1.030049950832304800e-02 1.259698385978014895e-02 4.921035994761917623e-03 1.335798679251956611e-02
1.167152742536743482e+01 6.761067465930296061e-01 1.030114529216872611e-02 1.258921565731928836e-02 4.919319441947868181e-03 1.334077735559153176e-02
1.167992887845760919e+01 6.760910379101338075e-01 1.030179595739814762e-02 1.258146236390852817e-02 4.917605938782171164e-03 1.332357566229137869e-02
1.168833637912077705e+01 6.760753239322248032e-01 1.030245151072363939e-02 1.257372395756576819e-02 4.915895357568035931e-03 1.330638189451188377e-02
1.169674993171012645e+01 6.760596046458120512e-01 1.030311195885752137e-02 1.256600041630889786e-02 4.914187570608669238e-03 1.328919623414580656e-02
1.170516954058198067e+01 6.760438800374060087e-01 1.030377730851213432e-02 1.255829171815581353e-02 4.912482450207282178e-03 1.327201886308590310e-02
1.171359521009580895e+01 6.760281500935152454e-01 1.030444756639978775e-02 1.255059784112439597e-02 4.910779868667077171e-03 1.325484996322491213e-02
1.172202694461420869e+01 6.760124148006502187e-01 1.030512273923282242e-02 1.254291876323253459e-02 4.909079698291263574e-03 1.323768971645559143e-02
1.173046474850291254e+01 6.759966741453202754e-01 1.030580283372355653e-02 1.253525446249813442e-02 4.907381811383051615e-03 1.322053830467071964e-02
1.173890862613081509e+01 6.759809281140350956e-01 1.030648785658432216e-02 1.252760491693906582e-02 4.905686080245644579e-03 1.320339590976301637e-02
1.174735858186993553e+01 6.759651766933042483e-01 1.030717781452744272e-02 1.251997010457323034e-02 4.903992377182251824e-03 1.318626271362526199e-02
1.175581462009544964e+01 6.759494198696377465e-01 1.030787271426525029e-02 1.251235000341851741e-02 4.902300574496080109e-03 1.316913889815019348e-02
1.176427674518567557e+01 6.759336576295447152e-01 1.030857256251006306e-02 1.250474459149282166e-02 4.900610544490337922e-03 1.315202464523059292e-02
1.177274496152210048e+01 6.759178899595353895e-01 1.030927736597421832e-02 1.249715384681402558e-02 4.898922159468232888e-03 1.313492013675918516e-02
1.178121927348934506e+01 6.759021168461187834e-01 1.030998713137003080e-02 1.248957774740002205e-02 4.897235291732970897e-03 1.311782555462874186e-02
1.178969968547519187e+01 6.758863382758050209e-01 1.031070186540983431e-02 1.248201627126869877e-02 4.895549813587760438e-03 1.310074108073201217e-02
1.179818620187059430e+01 6.758705542351036710e-01 1.031142157480595921e-02 1.247446939643795556e-02 4.893865597335810003e-03 1.308366689696175734e-02
1.180667882706965166e+01 6.758547647105245249e-01 1.031214626627072715e-02 1.246693710092566972e-02 4.892182515280324613e-03 1.306660318521071437e-02
1.181517756546962694e+01 6.758389696885769293e-01 1.031287594651646503e-02 1.245941936274973759e-02 4.890500439724512760e-03 1.304955012737166360e-02
1.182368242147096105e+01 6.758231691557707865e-01 1.031361062225550143e-02 1.245191615992805728e-02 4.888819242971584669e-03 1.303250790533734722e-02
1.183219339947725146e+01 6.758073630986154434e-01 1.031435030020016325e-02 1.244442747047850260e-02 4.887138797324741893e-03 1.301547670100050916e-02
1.184071050389526825e+01 6.757915515036208021e-01 1.031509498706277561e-02 1.243695327241898033e-02 4.885458975087197259e-03 1.299845669625392629e-02
1.184923373913494515e+01 6.757757343572966535e-01 1.031584468955566367e-02 1.242949354376737120e-02 4.883779648562157523e-03 1.298144807299034253e-02
1.185776310960941160e+01 6.757599116461523447e-01 1.031659941439115949e-02 1.242204826254156985e-02 4.882100690052827707e-03 1.296445101310251223e-02
1.186629861973495714e+01 6.757440833566976668e-01 1.031735916828158649e-02 1.241461740675946050e-02 4.880421971862417170e-03 1.294746569848318450e-02
1.187484027393104391e+01 6.757282494754421887e-01 1.031812395793926980e-02 1.240720095443894472e-02 4.878743366294132668e-03 1.293049231102513623e-02
1.188338807662034213e+01 6.757124099888958124e-01 1.031889379007654324e-02 1.239979888359789978e-02 4.877064745651180956e-03 1.291353103262109225e-02
1.189194203222867863e+01 6.756965648835678850e-01 1.031966867140572328e-02 1.239241117225421858e-02 4.875385982236768792e-03 1.289658204516381905e-02
1.190050214518507588e+01 6.756807141459684196e-01 1.032044860863914892e-02 1.238503779842580442e-02 4.873706948354109003e-03 1.287964553054608829e-02
1.190906841992174314e+01 6.756648577626066521e-01 1.032123360848913492e-02 1.237767874013053458e-02 4.872027516306404009e-03 1.286272167066063871e-02
1.191764086087408892e+01 6.756489957199925955e-01 1.032202367766801507e-02 1.237033397538630543e-02 4.870347558396861433e-03 1.284581064740022809e-02
1.192621947248070491e+01 6.756331280046357080e-01 1.032281882288811625e-02 1.236300348221099597e-02 4.868666946928689766e-03 1.282891264265760209e-02
1.193480425918337318e+01 6.756172546030457804e-01 1.032361905086176188e-02 1.235568723862251993e-02 4.866985554205099235e-03 1.281202783832554454e-02
1.194339522542708920e+01 6.756013755017323819e-01 1.032442436830128402e-02 1.234838522263874416e-02 4.865303252529293125e-03 1.279515641629677160e-02
1.195199237566003703e+01 6.755854906872053034e-01 1.032523478191900435e-02 1.234109741227757198e-02 4.863619914204480796e-03 1.277829855846406709e-02
1.196059571433360169e+01 6.755696001459737809e-01 1.032605029842724800e-02 1.233382378555688240e-02 4.861935411533866401e-03 1.276145444672016106e-02
1.196920524590237100e+01 6.755537038645477166e-01 1.032687092453834707e-02 1.232656432049458045e-02 4.860249616820663636e-03 1.274462426295784601e-02
1.197782097482415509e+01 6.755378018294371234e-01 1.032769666696462842e-02 1.231931899510854515e-02 4.858562402368075787e-03 1.272780818906983635e-02
1.198644290555995440e+01 6.755218940271513484e-01 1.032852753241841719e-02 1.231208778741667113e-02 4.856873640479310479e-03 1.271100640694890378e-02
1.199507104257398282e+01 6.755059804441999605e-01 1.032936352761203852e-02 1.230487067543685475e-02 4.855183203457577937e-03 1.269421909848782344e-02
1.200370539033368367e+01 6.754900610670925287e-01 1.033020465925782276e-02 1.229766763718697330e-02 4.853490963606080580e-03 1.267744644557930976e-02
1.201234595330969768e+01 6.754741358823392883e-01 1.033105093406809331e-02 1.229047865068492833e-02 4.851796793228032104e-03 1.266068863011615177e-02
1.202099273597588613e+01 6.754582048764492530e-01 1.033190235875517532e-02 1.228330369394860580e-02 4.850100564626636662e-03 1.264394583399109859e-02
1.202964574280934862e+01 6.754422680359321030e-01 1.033275894003140086e-02 1.227614274499588994e-02 4.848402150105099277e-03 1.262721823909687853e-02
1.203830497829038571e+01 6.754263253472980733e-01 1.033362068460909680e-02 1.226899578184467883e-02 4.846701421966631042e-03 1.261050602732626848e-02
1.204697044690253271e+01 6.754103767970562888e-01 1.033448759920058656e-02 1.226186278251286364e-02 4.844998252514438712e-03 1.259380938057202970e-02
1.205564215313254373e+01 6.753944223717167628e-01 1.033535969051819700e-02 1.225474372501833380e-02 4.843292514051729912e-03 1.257712848072690785e-02
1.206432010147042355e+01 6.753784620577888420e-01 1.033623696527425674e-02 1.224763858737897698e-02 4.841584078881712265e-03 1.256046350968365727e-02
1.207300429640938688e+01 6.753624958417823176e-01 1.033711943018109265e-02 1.224054734761267915e-02 4.839872819307589058e-03 1.254381464933502534e-02
1.208169474244588848e+01 6.753465237102069807e-01 1.033800709195102988e-02 1.223346998373734708e-02 4.838158607632576588e-03 1.252718208157379415e-02
1.209039144407963207e+01 6.753305456495719561e-01 1.033889995729639355e-02 1.222640647377084937e-02 4.836441316159872938e-03 1.251056598829267813e-02
1.209909440581354545e+01 6.753145616463875900e-01 1.033979803292951576e-02 1.221935679573108759e-02 4.834720817192690936e-03 1.249396655138445764e-02
1.210780363215380184e+01 6.752985716871631183e-01 1.034070132556271816e-02 1.221232092763595463e-02 4.832996983034236471e-03 1.247738395274189047e-02
1.211651912760981631e+01 6.752825757584085542e-01 1.034160984190833285e-02 1.220529884750333992e-02 4.831269685987718034e-03 1.246081837425772575e-02
1.212524089669426175e+01 6.752665738466331335e-01 1.034252358867868322e-02 1.219829053335113288e-02 4.829538798356343247e-03 1.244426999782471954e-02
1.213396894392304404e+01 6.752505659383467584e-01 1.034344257258609789e-02 1.219129596319721599e-02 4.827804192443318002e-03 1.242773900533561578e-02
1.214270327381532333e+01 6.752345520200589979e-01 1.034436680034290026e-02 1.218431511505949603e-02 4.826065740551850787e-03 1.241122557868319654e-02
1.215144389089352650e+01 6.752185320782796429e-01 1.034529627866141895e-02 1.217734796695584334e-02 4.824323314985147493e-03 1.239472989976017799e-02
1.216019079968331695e+01 6.752025060995180405e-01 1.034623101425398428e-02 1.217039449690416643e-02 4.822576788046419212e-03 1.237825215045934568e-02
1.216894400471362658e+01 6.751864740702842038e-01 1.034717101383291794e-02 1.216345468292234083e-02 4.820826032038868364e-03 1.236179251267343661e-02
1.217770351051663802e+01 6.751704359770875907e-01 1.034811628411054854e-02 1.215652850302826639e-02 4.819070919265707777e-03 1.234535116829522071e-02
1.218646932162781127e+01 6.751543918064378813e-01 1.034906683179920295e-02 1.214961593523983426e-02 4.817311322030140737e-03 1.232892829921744537e-02
1.219524144258586240e+01 6.751383415448447556e-01 1.035002266361120978e-02 1.214271695757492518e-02 4.815547112635376603e-03 1.231252408733285800e-02
1.220401987793276355e+01 6.751222851788177826e-01 1.035098378625889069e-02 1.213583154805144421e-02 4.813778163384623866e-03 1.229613871453423893e-02
1.221280463221378199e+01 6.751062226948669753e-01 1.035195020645457778e-02 1.212895968468726514e-02 4.812004346581087548e-03 1.227977236271430780e-02
1.222159570997743394e+01 6.750901540795016809e-01 1.035292193091059791e-02 1.212210134550028955e-02 4.810225534527976139e-03 1.226342521376584671e-02
1.223039311577551658e+01 6.750740793192313571e-01 1.035389896633927449e-02 1.211525650850840338e-02 4.808441599528496396e-03 1.224709744958159957e-02
1.223919685416311154e+01 6.750579984005661283e-01 1.035488131945293613e-02 1.210842515172950301e-02 4.806652413885859412e-03 1.223078925205432418e-02
1.224800692969857074e+01 6.750419113100154522e-01 1.035586899696391144e-02 1.210160725318146745e-02 4.804857849903267607e-03 1.221450080307676447e-02
1.225682334694352882e+01 6.750258180340885650e-01 1.035686200558452209e-02 1.209480279088219305e-02 4.803057779883930338e-03 1.219823228454169212e-02
1.226564611046289777e+01 6.750097185592959237e-01 1.035786035202709843e-02 1.208801174284957446e-02 4.801252076131056964e-03 1.218198387834185797e-02
1.227447522482489362e+01 6.749936128721465423e-01 1.035886404300396732e-02 1.208123408710149935e-02 4.799440610947853375e-03 1.216575576637001117e-02
1.228331069460100444e+01 6.749775009591504338e-01 1.035987308522745565e-02 1.207446980165585021e-02 4.797623256637526326e-03 1.214954813051890084e-02
1.229215252436600814e+01 6.749613828068170562e-01 1.036088748540989028e-02 1.206771886453052861e-02 4.795799885503283441e-03 1.213336115268130039e-02
1.230100071869799194e+01 6.749452584016560897e-01 1.036190725026359637e-02 1.206098125374341877e-02 4.793970369848334079e-03 1.211719501474995374e-02
1.230985528217832403e+01 6.749291277301774361e-01 1.036293238650090077e-02 1.205425694731241185e-02 4.792134581975883260e-03 1.210104989861760828e-02
1.231871621939167483e+01 6.749129907788906646e-01 1.036396290083413559e-02 1.204754592325540247e-02 4.790292394189142079e-03 1.208492598617703744e-02
1.232758353492600456e+01 6.748968475343049001e-01 1.036499879997562074e-02 1.204084815959027485e-02 4.788443678791313822e-03 1.206882345932098165e-02
1.233645723337260236e+01 6.748806979829303776e-01 1.036604009063768310e-02 1.203416363433492016e-02 4.786588308085606980e-03 1.205274249994220045e-02
1.234533731932603651e+01 6.748645421112766662e-01 1.036708677953265476e-02 1.202749232550723128e-02 4.784726154375230911e-03 1.203668328993344125e-02
1.235422379738418641e+01 6.748483799058533350e-01 1.036813887337285911e-02 1.202083421112510285e-02 4.782857089963392372e-03 1.202064601118748785e-02
1.236311667214826215e+01 6.748322113531700639e-01 1.036919637887062477e-02 1.201418926920641388e-02 4.780980987153296384e-03 1.200463084559705122e-02
1.237201594822276007e+01 6.748160364397366440e-01 1.037025930273827688e-02 1.200755747776906072e-02 4.779097718248154908e-03 1.198863797505490998e-02
1.238092163021550185e+01 6.747998551520624222e-01 1.037132765168814232e-02 1.200093881483093629e-02 4.777207155551171230e-03 1.197266758145382540e-02
1.238983372273762029e+01 6.747836674766575227e-01 1.037240143243255142e-02 1.199433325840992999e-02 4.775309171365556445e-03 1.195671984668654486e-02
1.239875223040358421e+01 6.747674734000310703e-01 1.037348065168382585e-02 1.198774078652393299e-02 4.773403637994515572e-03 1.194079495264582617e-02
1.240767715783116643e+01 6.747512729086929673e-01 1.037456531615429597e-02 1.198116137719082604e-02 4.771490427741254502e-03 1.192489308122440805e-02
1.241660850964146334e+01 6.747350659891528935e-01 1.037565543255628692e-02 1.197459500842851590e-02 4.769569412908986061e-03 1.190901441431507779e-02
1.242554629045891623e+01 6.747188526279203069e-01 1.037675100760212209e-02 1.196804165825487293e-02 4.767640465800910936e-03 1.189315913381054982e-02
1.243449050491127750e+01 6.747026328115051097e-01 1.037785204800413530e-02 1.196150130468780388e-02 4.765703458720242820e-03 1.187732742160361142e-02
1.244344115762962666e+01 6.746864065264170929e-01 1.037895856047464822e-02 1.195497392574519299e-02 4.763758263970185869e-03 1.186151945958700653e-02
1.245239825324840233e+01 6.746701737591654924e-01 1.038007055172598947e-02 1.194845949944493314e-02 4.761804753853947705e-03 1.184573542965349120e-02
1.246136179640535602e+01 6.746539344962603213e-01 1.038118802847048938e-02 1.194195800380490682e-02 4.759842800674735953e-03 1.182997551369580937e-02
1.247033179174158413e+01 6.746376887242109266e-01 1.038231099742046963e-02 1.193546941684301387e-02 4.757872276735759971e-03 1.181423989360673270e-02
1.247930824390151727e+01 6.746214364295272103e-01 1.038343946528825709e-02 1.192899371657714369e-02 4.755893054340223913e-03 1.179852875127900859e-02
1.248829115753295049e+01 6.746051775987188526e-01 1.038457343878618211e-02 1.192253088102518226e-02 4.753905005791338872e-03 1.178284226860539484e-02
1.249728053728700239e+01 6.745889122182953113e-01 1.038571292462656809e-02 1.191608088820501898e-02 4.751908003392309003e-03 1.176718062747863190e-02
1.250627638781814355e+01 6.745726402747661554e-01 1.038685792952174537e-02 1.190964371613454677e-02 4.749901919446343664e-03 1.175154400979149492e-02
1.251527871378420720e+01 6.745563617546416202e-01 1.038800846018403737e-02 1.190321934283165850e-02 4.747886626256650477e-03 1.173593259743673130e-02
1.252428751984636790e+01 6.745400766444306084e-01 1.038916452332577442e-02 1.189680774631423840e-02 4.745861996126435334e-03 1.172034657230708668e-02
1.253330281066915752e+01 6.745237849306433553e-01 1.039032612565927993e-02 1.189040890460018457e-02 4.743827901358907591e-03 1.170478611629533448e-02
1.254232459092046170e+01 6.745074865997893188e-01 1.039149327389688252e-02 1.188402279570738296e-02 4.741784214257274005e-03 1.168925141129421863e-02
1.255135286527154115e+01 6.744911816383777348e-01 1.039266597475090384e-02 1.187764939765372299e-02 4.739730807124742200e-03 1.167374263919649172e-02
1.256038763839700501e+01 6.744748700329190605e-01 1.039384423493367945e-02 1.187128868845709236e-02 4.737667552264516330e-03 1.165825998189490287e-02
1.256942891497482329e+01 6.744585517699223098e-01 1.039502806115753103e-02 1.186494064613539262e-02 4.735594321979811824e-03 1.164280362128223764e-02
1.257847669968635351e+01 6.744422268358977179e-01 1.039621746013479064e-02 1.185860524870650107e-02 4.733510988573828501e-03 1.162737373925120873e-02
1.258753099721630520e+01 6.744258952173541877e-01 1.039741243857777477e-02 1.185228247418831406e-02 4.731417424349775719e-03 1.161197051769460170e-02
1.259659181225276647e+01 6.744095569008020652e-01 1.039861300319882068e-02 1.184597230059872101e-02 4.729313501610861968e-03 1.159659413850515353e-02
1.260565914948719346e+01 6.743932118727508085e-01 1.039981916071025005e-02 1.183967470595561657e-02 4.727199092660296607e-03 1.158124478357563415e-02
1.261473301361443333e+01 6.743768601197096535e-01 1.040103091782438802e-02 1.183338966827688320e-02 4.725074069801282056e-03 1.156592263479878924e-02
1.262381340933270302e+01 6.743605016281888354e-01 1.040224828125356493e-02 1.182711716558041554e-02 4.722938305337030275e-03 1.155062787406736617e-02
1.263290034134359452e+01 6.743441363846978120e-01 1.040347125771010767e-02 1.182085717588410995e-02 4.720791671570749755e-03 1.153536068327415051e-02
1.264199381435210334e+01 6.743277643757462636e-01 1.040469985390634310e-02 1.181460967720584371e-02 4.718634040805642048e-03 1.152012124431186016e-02
1.265109383306659652e+01 6.743113855878434260e-01 1.040593407655459463e-02 1.180837464756351318e-02 4.716465285344918247e-03 1.150490973907326679e-02
1.266020040219882681e+01 6.742950000074996453e-01 1.040717393236719086e-02 1.180215206497501473e-02 4.714285277491786844e-03 1.148972634945113168e-02
1.266931352646396114e+01 6.742786076212241575e-01 1.040841942805645869e-02 1.179594190745823258e-02 4.712093889549453726e-03 1.147457125733820048e-02
1.267843321058053796e+01 6.742622084155265316e-01 1.040967057033472844e-02 1.178974415303105268e-02 4.709890993821124784e-03 1.145944464462721885e-02
1.268755945927049922e+01 6.742458023769170028e-01 1.041092736591432352e-02 1.178355877971137659e-02 4.707676462610012845e-03 1.144434669321096366e-02
1.269669227725918148e+01 6.742293894919043629e-01 1.041218982150756561e-02 1.177738576551708334e-02 4.705450168219319461e-03 1.142927758498217539e-02
1.270583166927534080e+01 6.742129697469990690e-01 1.041345794382679199e-02 1.177122508846606928e-02 4.703211982952253990e-03 1.141423750183360661e-02
1.271497764005111719e+01 6.741965431287103572e-01 1.041473173958432606e-02 1.176507672657622905e-02 4.700961779112027526e-03 1.139922662565803074e-02
1.272413019432205772e+01 6.741801096235480184e-01 1.041601121549248950e-02 1.175894065786544686e-02 4.698699429001841621e-03 1.138424513834818477e-02
1.273328933682713604e+01 6.741636692180213997e-01 1.041729637826360917e-02 1.175281686035160866e-02 4.696424804924907367e-03 1.136929322179682650e-02
1.274245507230872043e+01 6.741472218986406251e-01 1.041858723461002063e-02 1.174670531205261430e-02 4.694137779184432389e-03 1.135437105789671025e-02
1.275162740551259866e+01 6.741307676519153746e-01 1.041988379124404729e-02 1.174060599098635319e-02 4.691838224083623443e-03 1.133947882854060424e-02
1.276080634118796553e+01 6.741143064643546623e-01 1.042118605487800734e-02 1.173451887517070781e-02 4.689526011925686418e-03 1.132461671562124718e-02
1.276999188408745667e+01 6.740978383224689452e-01 1.042249403222424153e-02 1.172844394262357627e-02 4.687201015013831538e-03 1.130978490103140208e-02
1.277918403896710942e+01 6.740813632127672372e-01 1.042380772999506461e-02 1.172238117136284279e-02 4.684863105651262960e-03 1.129498356666381459e-02
1.278838281058638060e+01 6.740648811217595515e-01 1.042512715490281038e-02 1.171633053940640719e-02 4.682512156141194377e-03 1.128021289441126333e-02
1.279758820370817851e+01 6.740483920359553460e-01 1.042645231365980571e-02 1.171029202477214502e-02 4.680148038786824741e-03 1.126547306616646794e-02
1.280680022309881494e+01 6.740318959418643008e-01 1.042778321297836881e-02 1.170426560547795612e-02 4.677770625891364276e-03 1.125076426382220010e-02
1.281601887352804248e+01 6.740153928259963179e-01 1.042911985957083870e-02 1.169825125954173511e-02 4.675379789758026677e-03 1.123608666927122975e-02
1.282524415976904031e+01 6.739988826748608552e-01 1.043046226014953184e-02 1.169224896498136448e-02 4.672975402690012631e-03 1.122144046440629733e-02
1.283447608659844263e+01 6.739823654749677040e-01 1.043181042142678205e-02 1.168625869981473539e-02 4.670557336990532361e-03 1.120682583112015546e-02
1.284371465879629959e+01 6.739658412128263221e-01 1.043316435011491621e-02 1.168028044205974246e-02 4.668125464962791758e-03 1.119224295130556018e-02
1.285295988114610743e+01 6.739493098749463895e-01 1.043452405292625250e-02 1.167431416973427685e-02 4.665679658910001047e-03 1.117769200685527972e-02
1.286221175843482101e+01 6.739327714478378084e-01 1.043588953657312995e-02 1.166835986085621758e-02 4.663219791135363515e-03 1.116317317966204238e-02
1.287147029545282351e+01 6.739162259180099257e-01 1.043726080776786851e-02 1.166241749344346448e-02 4.660745733942088520e-03 1.114868665161862157e-02
1.288073549699394427e+01 6.738996732719724214e-01 1.043863787322279156e-02 1.165648704551391045e-02 4.658257359633386288e-03 1.113423260461778204e-02
1.289000736785548540e+01 6.738831134962351976e-01 1.044002073965023293e-02 1.165056849508544143e-02 4.655754540512462708e-03 1.111981122055226250e-02
1.289928591283818271e+01 6.738665465773077123e-01 1.044140941376251776e-02 1.164466182017594512e-02 4.653237148882521067e-03 1.110542268131481207e-02
1.290857113674623236e+01 6.738499725016997566e-01 1.044280390227196771e-02 1.163876699880331267e-02 4.650705057046771590e-03 1.109106716879819030e-02
1.291786304438728017e+01 6.738333912559208994e-01 1.044420421189091661e-02 1.163288400898544739e-02 4.648158137308428840e-03 1.107674486489517926e-02
1.292716164057245898e+01 6.738168028264809317e-01 1.044561034933169132e-02 1.162701282874021788e-02 4.645596261970688298e-03 1.106245595149849340e-02
1.293646693011633886e+01 6.738002071998890896e-01 1.044702232130661004e-02 1.162115343608552745e-02 4.643019303336765394e-03 1.104820061050091132e-02
1.294577891783695911e+01 6.737836043626556082e-01 1.044844013452800834e-02 1.161530580903926899e-02 4.640427133709865148e-03 1.103397902379518389e-02
1.295509760855584425e+01 6.737669943012898344e-01 1.044986379570820960e-02 1.160946992561932498e-02 4.637819625393195186e-03 1.101979137327406544e-02
1.296442300709797202e+01 6.737503770023011151e-01 1.045129331155953897e-02 1.160364576384358311e-02 4.635196650689960528e-03 1.100563784083029815e-02
1.297375511829179828e+01 6.737337524521999077e-01 1.045272868879432854e-02 1.159783330172994842e-02 4.632558081903374002e-03 1.099151860835665892e-02
1.298309394696924990e+01 6.737171206374951149e-01 1.045416993412489649e-02 1.159203251729629645e-02 4.629903791336637160e-03 1.097743385774588992e-02
1.299243949796574782e+01 6.737004815446968609e-01 1.045561705426358012e-02 1.158624338856052358e-02 4.627233651292961963e-03 1.096338377089074376e-02
1.300179177612017867e+01 6.736838351603144925e-01 1.045707005592269763e-02 1.158046589354052615e-02 4.624547534075555168e-03 1.094936852968398516e-02
1.301115078627490718e+01 6.736671814708579120e-01 1.045852894581457936e-02 1.157470001025418839e-02 4.621845311987624397e-03 1.093538831601837541e-02
1.302051653327580993e+01 6.736505204628367993e-01 1.045999373065155565e-02 1.156894571671939626e-02 4.619126857332372937e-03 1.092144331178664107e-02
1.302988902197222565e+01 6.736338521227606124e-01 1.046146441714594991e-02 1.156320299095404264e-02 4.616392042413012750e-03 1.090753369888155209e-02
1.303926825721699423e+01 6.736171764371386983e-01 1.046294101201008207e-02 1.155747181097602216e-02 4.613640739532748856e-03 1.089365965919587148e-02
1.304865424386644079e+01 6.736004933924815141e-01 1.046442352195629463e-02 1.155175215480322426e-02 4.610872820994794084e-03 1.087982137462235183e-02
1.305804698678040587e+01 6.735838029752980738e-01 1.046591195369689711e-02 1.154604400045353661e-02 4.608088159102348251e-03 1.086601902705374052e-02
1.306744649082220633e+01 6.735671051720982794e-01 1.046740631394423027e-02 1.154034732594484691e-02 4.605286626158621582e-03 1.085225279838278843e-02
1.307685276085866555e+01 6.735503999693920330e-01 1.046890660941061056e-02 1.153466210929505673e-02 4.602468094466826906e-03 1.083852287050227590e-02
1.308626580176012411e+01 6.735336873536885705e-01 1.047041284680837528e-02 1.152898832852204680e-02 4.599632436330162305e-03 1.082482942530492431e-02
1.309568561840041312e+01 6.735169673114975719e-01 1.047192503284984089e-02 1.152332596164370310e-02 4.596779524051839740e-03 1.081117264468350186e-02
1.310511221565686668e+01 6.735002398293290504e-01 1.047344317424734293e-02 1.151767498667793412e-02 4.593909229935072905e-03 1.079755271053078544e-02
1.311454559841035383e+01 6.734835048936920199e-01 1.047496727771319788e-02 1.151203538164261020e-02 4.591021426283059016e-03 1.078396980473949641e-02
1.312398577154523771e+01 6.734667624910970485e-01 1.047649734995974649e-02 1.150640712455563118e-02 4.588115985399009167e-03 1.077042410920240126e-02
1.313343273994940041e+01 6.734500126080530391e-01 1.047803339769930175e-02 1.150079019343488301e-02 4.585192779586130980e-03 1.075691580581225257e-02
1.314288650851423768e+01 6.734332552310698938e-01 1.047957542764419575e-02 1.149518456629826726e-02 4.582251681147635550e-03 1.074344507646182896e-02
1.315234708213468728e+01 6.734164903466575147e-01 1.048112344650676230e-02 1.148959022116366122e-02 4.579292562386724427e-03 1.073001210304385007e-02
1.316181446570918823e+01 6.733997179413249157e-01 1.048267746099931785e-02 1.148400713604895949e-02 4.576315295606609573e-03 1.071661706745109105e-02
1.317128866413970734e+01 6.733829380015823318e-01 1.048423747783419277e-02 1.147843528897205326e-02 4.573319753110496010e-03 1.070326015157630622e-02
1.318076968233175705e+01 6.733661505139392212e-01 1.048580350372371565e-02 1.147287465795083714e-02 4.570305807201593094e-03 1.068994153731224646e-02
1.319025752519436523e+01 6.733493554649053747e-01 1.048737554538021338e-02 1.146732522100319188e-02 4.567273330183105849e-03 1.067666140655166088e-02
1.319975219764009822e+01 6.733325528409904726e-01 1.048895360951600936e-02 1.146178695614701731e-02 4.564222194358243632e-03 1.066341994118731595e-02
